Environment,Model,Buffer.Size,It0_First_Rep,It0_Later_Reps,Steady,Ratio_First,Ratio_Later
Chrome,guitar-lstm,128,0.036015625,0.014236111111111109,0.012646701388888888,2.847827579106322,1.1256778090466057
Chrome,guitar-lstm,1024,0.0126171875,0.012093641493055555,0.011589138454861111,1.0887079785217053,1.0435324023575565
Chrome,guitar-lstm,8192,0.0118792724609375,0.011814643012152778,0.011518846299913194,1.0312901267748509,1.0256793696641142
Chrome,steerable-nafx,128,0.339296875,0.2870920138888889,0.2764943576388889,1.2271385134127522,1.0383286528538889
Chrome,steerable-nafx,1024,0.0385498046875,0.03837727864583333,0.03714735243055556,1.0377537607711407,1.0331093909741491
Chrome,steerable-nafx,8192,0.007418212890625,0.007544216579861112,0.007238545735677083,1.0248208910337306,1.042228212039533
Firefox,guitar-lstm,128,0.02921875,0.00829861111111111,0.007439236111111112,3.9276546091015168,1.115519253208868
Firefox,guitar-lstm,1024,0.011171875,0.006193576388888889,0.006109157986111111,1.8287094596994777,1.0138183368264007
Firefox,guitar-lstm,8192,0.0073974609375,0.006123046875,0.006068413628472222,1.2190106657845565,1.0090028877187023
Firefox,steerable-nafx,128,0.17609375,0.136875,0.13637326388888887,1.2912630011075608,1.0036791383941643
Firefox,steerable-nafx,1024,0.02328125,0.01843315972222222,0.01836870659722222,1.267440898833926,1.0035088548373758
Firefox,steerable-nafx,8192,0.00443115234375,0.003663736979166667,0.0036573079427083335,1.2115885271800804,1.0017578603057342
Native,guitar-lstm,128,0.01054921875,0.004292881944444445,0.004075095486111111,2.5887046784435435,1.0534432773601505
Native,guitar-lstm,1024,0.00327177734375,0.003352560763888889,0.003271919487847222,0.9999565563585076,1.0246464732219696
Native,guitar-lstm,8192,0.00334595947265625,0.003237136501736111,0.003208138020833333,1.0429599508898675,1.0090390378202136
Native,steerable-nafx,128,0.08725234375,0.07593958333333334,0.07464998263888889,1.168819344166142,1.0172752979820874
Native,steerable-nafx,1024,0.0101396484375,0.010211859809027777,0.010020244140624999,1.0119163061497574,1.0191228542651882
Native,steerable-nafx,8192,0.00198228759765625,0.001992081705729167,0.0019566467285156252,1.0131044959557298,1.0181100536428587
Safari,guitar-lstm,128,0.04953125,0.010277777777777778,0.0071805555555555555,6.897969052224371,1.4313346228239845
Safari,guitar-lstm,1024,0.01435546875,0.006089409722222222,0.00551171875,2.604535790219702,1.1048114024726354
Safari,guitar-lstm,8192,0.00787109375,0.005597601996527778,0.005284206814236111,1.4895506604311155,1.0593078948854449
Safari,steerable-nafx,128,0.19484375,0.14375,0.1351857638888889,1.4413037615421167,1.063351612364673
Safari,steerable-nafx,1024,0.02630859375,0.01963758680555556,0.01822287326388889,1.4437127103404745,1.0776339450524586
Safari,steerable-nafx,8192,0.00465576171875,0.0038338216145833337,0.0035929090711805554,1.2958195229862062,1.06705222387485
