"contrast","Buffer.Size","Environment","Model.Unique","ratio","SE","df","null","t.ratio","p.value"
"(wasm-onnx wasm) / (wasm-onnx js)","128","Chrome","guitar-lstm",1.01868944379026,0.0205782308975396,1295.99999999998,1,0.916648936972248,1
"(wasm-bypass js) / (js-bypass js)","128","Chrome","guitar-lstm",0.968527662211851,0.0195649282371014,1296.00000000023,1,-1.58302675345282,0.795615440813226
"(wasm-bypass js) / (js-onnx js)","128","Chrome","guitar-lstm",0.100100766390045,0.00202210467218611,1296.00000000023,1,-113.935603093975,0
"(wasm-bypass js) / (wasm-onnx js)","128","Chrome","guitar-lstm",0.101956945768239,0.00205960077864384,1296.00000000036,1,-113.02606583447,0
"(js-bypass js) / (js-onnx js)","128","Chrome","guitar-lstm",0.103353544039664,0.00208781302907578,1295.99999999998,1,-112.352576340517,0
"(js-bypass js) / (wasm-onnx js)","128","Chrome","guitar-lstm",0.105270040026939,0.00212652757272867,1295.99999999998,1,-111.443039081011,0
"(js-onnx js) / (wasm-onnx js)","128","Chrome","guitar-lstm",1.01854310856084,0.0205752748247567,1295.99999999998,1,0.909537259505352,1
"(wasm-bypass wasm) / (js-bypass wasm)","1024","Chrome","guitar-lstm",0.992097768968584,0.0200410606855889,1296.00000000011,1,-0.392739983075518,1
"(wasm-bypass wasm) / (js-onnx wasm)","1024","Chrome","guitar-lstm",0.0826732340603239,0.00167005647296171,1296.00000000011,1,-123.404657488444,0
"(wasm-bypass wasm) / (wasm-onnx wasm)","1024","Chrome","guitar-lstm",0.0846301932015727,0.00170958840029358,1296.00000000011,1,-122.246519001575,0
"(wasm-bypass wasm) / (wasm-bypass js)","1024","Chrome","guitar-lstm",0.990734235416046,0.0200135163653334,1296.00000000011,1,-0.460823776133071,1
"(wasm-bypass wasm) / (js-bypass js)","1024","Chrome","guitar-lstm",0.980863973120235,0.019814130244489,1296.00000000011,1,-0.956476700386236,1
"(wasm-bypass wasm) / (js-onnx js)","1024","Chrome","guitar-lstm",0.08265431676793,0.00166967433057944,1296.00000000011,1,-123.415986121552,0
"(wasm-bypass wasm) / (wasm-onnx js)","1024","Chrome","guitar-lstm",0.0843859262413367,0.00170465403885593,1296.00000000011,1,-122.389606163459,0
"(js-bypass wasm) / (js-onnx wasm)","1024","Chrome","guitar-lstm",0.0833317407278051,0.00168335876281425,1295.99999999998,1,-123.011917505367,0
"(js-bypass wasm) / (wasm-onnx wasm)","1024","Chrome","guitar-lstm",0.0853042873884869,0.00172320556881299,1295.99999999998,1,-121.853779018497,0
"(js-bypass wasm) / (wasm-bypass js)","1024","Chrome","guitar-lstm",0.998625605665906,0.0201729274990109,1295.99999999998,1,-0.0680837930575517,1
"(js-bypass wasm) / (js-bypass js)","1024","Chrome","guitar-lstm",0.988676725016701,0.0199719532330857,1295.99999999998,1,-0.563736717310709,1
"(js-bypass wasm) / (js-onnx js)","1024","Chrome","guitar-lstm",0.0833126727558919,0.00168297357660154,1295.99999999998,1,-123.023246138475,0
"(js-bypass wasm) / (wasm-onnx js)","1024","Chrome","guitar-lstm",0.0850580747994897,0.00171823190432952,1295.99999999998,1,-121.996866180382,0
"(js-onnx wasm) / (wasm-onnx wasm)","1024","Chrome","guitar-lstm",1.0236710123112,0.0206788620249956,1295.99999999998,1,1.15813848686949,1
"(js-onnx wasm) / (wasm-bypass js)","1024","Chrome","guitar-lstm",11.9837362923669,0.242079756438832,1295.99999999998,1,122.943833712309,0
"(js-onnx wasm) / (js-bypass js)","1024","Chrome","guitar-lstm",11.8643474429043,0.239668019156376,1295.99999999998,1,122.448180788056,0
"(js-onnx wasm) / (js-onnx js)","1024","Chrome","guitar-lstm",0.999771179964,0.0201960688916701,1295.99999999998,1,-0.0113286331080277,1
"(js-onnx wasm) / (wasm-onnx js)","1024","Chrome","guitar-lstm",1.02071640477694,0.0206191769105359,1295.99999999998,1,1.01505132498489,1
"(wasm-onnx wasm) / (wasm-bypass js)","1024","Chrome","guitar-lstm",11.7066285439797,0.2364819883805,1295.99999999998,1,121.785695225439,0
"(wasm-onnx wasm) / (js-bypass js)","1024","Chrome","guitar-lstm",11.5900004007318,0.23412601927182,1295.99999999998,1,121.290042301187,0
"(wasm-onnx wasm) / (js-onnx js)","1024","Chrome","guitar-lstm",0.976652819060255,0.0197290620216667,1295.99999999998,1,-1.16946711997752,1
"(wasm-onnx wasm) / (wasm-onnx js)","1024","Chrome","guitar-lstm",0.997113713782335,0.0201423862379211,1295.99999999998,1,-0.143087161884602,1
"(wasm-bypass js) / (js-bypass js)","1024","Chrome","guitar-lstm",0.9900374268467,0.0199994403505887,1295.99999999998,1,-0.495652924253155,1
"(wasm-bypass js) / (js-onnx js)","1024","Chrome","guitar-lstm",0.0834273348121663,0.00168528982939437,1295.99999999998,1,-122.955162345417,0
"(wasm-bypass js) / (wasm-onnx js)","1024","Chrome","guitar-lstm",0.0851751390279754,0.00172059668266144,1295.99999999998,1,-121.928782387324,0
"(js-bypass js) / (js-onnx js)","1024","Chrome","guitar-lstm",0.084266849464353,0.00170224860565329,1295.99999999998,1,-122.459509421164,0
"(js-bypass js) / (wasm-onnx js)","1024","Chrome","guitar-lstm",0.0860322415277379,0.00173791074559836,1295.99999999998,1,-121.433129463071,0
"(js-onnx js) / (wasm-onnx js)","1024","Chrome","guitar-lstm",1.02095001859695,0.0206238960711774,1295.99999999998,1,1.02637995809291,1
"(wasm-bypass wasm) / (js-bypass wasm)","8192","Chrome","guitar-lstm",1.00067002773993,0.0202142262380403,1296.00000000011,1,0.0331574481511293,1
"(wasm-bypass wasm) / (js-onnx wasm)","8192","Chrome","guitar-lstm",0.0813759801851759,0.00164385104800294,1296.00000000011,1,-124.187588760892,0
"(wasm-bypass wasm) / (wasm-onnx wasm)","8192","Chrome","guitar-lstm",0.0826614535841425,0.0016698184992,1296.00000000011,1,-123.411711929883,0
"(wasm-bypass wasm) / (wasm-bypass js)","8192","Chrome","guitar-lstm",0.991689017386374,0.0200328036210932,1295.99999999998,1,-0.413139891847278,1
"(wasm-bypass wasm) / (js-bypass js)","8192","Chrome","guitar-lstm",0.993667522555372,0.0200727707930786,1296.00000000011,1,-0.314475012819544,1
"(wasm-bypass wasm) / (js-onnx js)","8192","Chrome","guitar-lstm",0.0812361799984934,0.00164102698760004,1296.00000000011,1,-124.272706210982,0
"(wasm-bypass wasm) / (wasm-onnx js)","8192","Chrome","guitar-lstm",0.0823206720732414,0.00166293447712666,1296.00000000011,1,-123.616216732956,0
"(js-bypass wasm) / (js-onnx wasm)","8192","Chrome","guitar-lstm",0.0813214925293284,0.00164275035969219,1295.99999999998,1,-124.220746209041,0
"(js-bypass wasm) / (wasm-onnx wasm)","8192","Chrome","guitar-lstm",0.0826061052021692,0.00166870042362656,1295.99999999998,1,-123.444869378032,0
"(js-bypass wasm) / (wasm-bypass js)","8192","Chrome","guitar-lstm",0.991025003143301,0.0200193900744072,1295.99999999998,1,-0.446297339998399,1
"(js-bypass wasm) / (js-bypass js)","8192","Chrome","guitar-lstm",0.993002183546582,0.0200593304852093,1295.99999999998,1,-0.347632460970667,1
"(js-bypass wasm) / (js-onnx js)","8192","Chrome","guitar-lstm",0.0811817859499296,0.00163992819022111,1295.99999999998,1,-124.305863659131,0
"(js-bypass wasm) / (wasm-onnx js)","8192","Chrome","guitar-lstm",0.0822655518714466,0.00166182101095054,1295.99999999998,1,-123.649374181105,0
"(js-onnx wasm) / (wasm-onnx wasm)","8192","Chrome","guitar-lstm",1.01579671785263,0.0205197958341055,1295.99999999998,1,0.775876831008639,1
"(js-onnx wasm) / (wasm-bypass js)","8192","Chrome","guitar-lstm",12.1865078015617,0.246175881083187,1295.99999999998,1,123.774448869042,0
"(js-onnx wasm) / (js-bypass js)","8192","Chrome","guitar-lstm",12.210820936279,0.246667023210069,1295.99999999998,1,123.87311374807,0
"(js-onnx wasm) / (js-onnx js)","8192","Chrome","guitar-lstm",0.998282046048915,0.0201659873572742,1295.99999999998,1,-0.0851174500909346,1
"(js-onnx wasm) / (wasm-onnx js)","8192","Chrome","guitar-lstm",1.01160897707058,0.0204352005756806,1295.99999999998,1,0.571372027935385,1
"(wasm-onnx wasm) / (wasm-bypass js)","8192","Chrome","guitar-lstm",11.9969946618095,0.242347584665952,1295.99999999998,1,122.998572038033,0
"(wasm-onnx wasm) / (js-bypass js)","8192","Chrome","guitar-lstm",12.0209297014587,0.242831089011113,1295.99999999998,1,123.097236917061,0
"(wasm-onnx wasm) / (js-onnx js)","8192","Chrome","guitar-lstm",0.982757699945376,0.0198523848353287,1295.99999999998,1,-0.860994281099572,1
"(wasm-onnx wasm) / (wasm-onnx js)","8192","Chrome","guitar-lstm",0.995877383034957,0.0201174115022542,1295.99999999998,1,-0.204504803073253,1
"(wasm-bypass js) / (js-bypass js)","8192","Chrome","guitar-lstm",1.00199508629652,0.0202409933367835,1295.99999999998,1,0.0986648790277318,1
"(wasm-bypass js) / (js-onnx js)","8192","Chrome","guitar-lstm",0.0819169906838272,0.00165477983403006,1295.99999999998,1,-123.859566319133,0
"(wasm-bypass js) / (wasm-onnx js)","8192","Chrome","guitar-lstm",0.0830105714896389,0.00167687092220644,1295.99999999998,1,-123.203076841106,0
"(js-bypass js) / (js-onnx js)","8192","Chrome","guitar-lstm",0.0817538846289167,0.00165148497897959,1295.99999999998,1,-123.958231198161,0
"(js-bypass js) / (wasm-onnx js)","8192","Chrome","guitar-lstm",0.082845287990837,0.00167353208128428,1295.99999999998,1,-123.301741720134,0
"(js-onnx js) / (wasm-onnx js)","8192","Chrome","guitar-lstm",1.0133498654758,0.0204703677247936,1295.99999999998,1,0.65648947802632,1
"(wasm-bypass wasm) / (js-bypass wasm)","128","Firefox","guitar-lstm",0.968929221465277,0.0195730400115848,1296.00000000011,1,-1.56250656412543,0.473651348247262
"(wasm-bypass wasm) / (js-onnx wasm)","128","Firefox","guitar-lstm",0.159100170862823,0.00321393342378376,1296.00000000011,1,-90.9979391388572,0
"(wasm-bypass wasm) / (wasm-onnx wasm)","128","Firefox","guitar-lstm",0.140343029997049,0.00283502621308623,1296.00000000011,1,-97.2078439362218,0
"(wasm-bypass wasm) / (wasm-bypass js)","128","Firefox","guitar-lstm",0.961093458838536,0.0194147521903316,1295.99999999998,1,-1.96446857515807,0.248445923223243
"(wasm-bypass wasm) / (js-bypass js)","128","Firefox","guitar-lstm",0.855752173702167,0.0172867854171467,1295.99999999998,1,-7.71134313212207,2.96139407844119e-13
"(wasm-bypass wasm) / (js-onnx js)","128","Firefox","guitar-lstm",0.158433739798599,0.00320047105563958,1296.00000000011,1,-91.2057314740216,0
"(wasm-bypass wasm) / (wasm-onnx js)","128","Firefox","guitar-lstm",0.140017136618247,0.00282844294157218,1296.00000000011,1,-97.322930119861,0
"(js-bypass wasm) / (js-onnx wasm)","128","Firefox","guitar-lstm",0.164202056598336,0.00331699504213885,1295.99999999998,1,-89.4354325747312,0
"(js-bypass wasm) / (wasm-onnx wasm)","128","Firefox","guitar-lstm",0.144843428072912,0.00292593736495937,1295.99999999998,1,-95.6453373720958,0
"(js-bypass wasm) / (wasm-bypass js)","128","Firefox","guitar-lstm",0.991912966960692,0.020037327557292,1295.99999999998,1,-0.401962011032642,1
"(js-bypass wasm) / (js-bypass js)","128","Firefox","guitar-lstm",0.883193689223289,0.0178411229986486,1295.99999999998,1,-6.14883656799659,9.33865294665425e-09
"(js-bypass wasm) / (js-onnx js)","128","Firefox","guitar-lstm",0.16351425500307,0.00330310097449599,1295.99999999998,1,-89.6432249098955,0
"(js-bypass wasm) / (wasm-onnx js)","128","Firefox","guitar-lstm",0.144507084229026,0.0029191429868271,1295.99999999998,1,-95.7604235557349,0
"(js-onnx wasm) / (wasm-onnx wasm)","128","Firefox","guitar-lstm",0.882104835186212,0.0178191273944679,1295.99999999998,1,-6.20990479736462,7.12649712114617e-09
"(js-onnx wasm) / (wasm-bypass js)","128","Firefox","guitar-lstm",6.04080720734861,0.122028481082344,1295.99999999998,1,89.033470563698,0
"(js-onnx wasm) / (js-bypass js)","128","Firefox","guitar-lstm",5.37870053225776,0.108653468587734,1295.99999999998,1,83.2865960067346,0
"(js-onnx wasm) / (js-onnx js)","128","Firefox","guitar-lstm",0.995811248595085,0.0201160755408557,1295.99999999998,1,-0.207792335164353,1
"(js-onnx wasm) / (wasm-onnx js)","128","Firefox","guitar-lstm",0.880056481768147,0.0177777492395712,1295.99999999998,1,-6.32499098100371,3.82693514535439e-09
"(wasm-onnx wasm) / (wasm-bypass js)","128","Firefox","guitar-lstm",6.84817378432507,0.138337844000803,1295.99999999998,1,95.2433753610625,0
"(wasm-onnx wasm) / (js-bypass js)","128","Firefox","guitar-lstm",6.09757516080537,0.123175232981006,1295.99999999998,1,89.4965008040992,0
"(wasm-onnx wasm) / (js-onnx js)","128","Firefox","guitar-lstm",1.12890351449538,0.0228046313073539,1295.99999999998,1,6.00211246220027,1.76705835447272e-08
"(wasm-onnx wasm) / (wasm-onnx js)","128","Firefox","guitar-lstm",0.99767787984335,0.0201537827823134,1295.99999999998,1,-0.115086183639077,1
"(wasm-bypass js) / (js-bypass js)","128","Firefox","guitar-lstm",0.890394337649877,0.0179865810740588,1295.99999999998,1,-5.74687455696392,6.79213854852914e-08
"(wasm-bypass js) / (js-onnx js)","128","Firefox","guitar-lstm",0.164847381221451,0.00333003104558357,1295.99999999998,1,-89.2412628988624,0
"(wasm-bypass js) / (wasm-onnx js)","128","Firefox","guitar-lstm",0.145685245623725,0.00294294266136234,1295.99999999998,1,-95.3584615447018,0
"(js-bypass js) / (js-onnx js)","128","Firefox","guitar-lstm",0.185139745673307,0.00373995083388883,1295.99999999998,1,-83.4943883418989,0
"(js-bypass js) / (wasm-onnx js)","128","Firefox","guitar-lstm",0.16361879165612,0.00330521268714487,1295.99999999998,1,-89.6115869877383,0
"(js-onnx js) / (wasm-onnx js)","128","Firefox","guitar-lstm",0.883758325696513,0.0178525290456926,1295.99999999998,1,-6.11719864583935,1.00715238773244e-08
"(wasm-bypass wasm) / (js-bypass wasm)","1024","Firefox","guitar-lstm",1.02008082950165,0.0206063378506561,1295.99999999998,1,0.984217250527798,1
"(wasm-bypass wasm) / (js-onnx wasm)","1024","Firefox","guitar-lstm",0.116825153167845,0.00235994884523743,1295.99999999998,1,-106.287297622814,0
"(wasm-bypass wasm) / (wasm-onnx wasm)","1024","Firefox","guitar-lstm",0.109546252152861,0.00221291001345238,1295.99999999998,1,-109.471918625477,0
"(wasm-bypass wasm) / (wasm-bypass js)","1024","Firefox","guitar-lstm",0.969155418286685,0.019577609343728,1295.99999999998,1,-1.55095136255607,0.60578744423773
"(wasm-bypass wasm) / (js-bypass js)","1024","Firefox","guitar-lstm",0.947526774895675,0.0191406957971963,1295.99999999998,1,-2.66822968517407,0.0617625888567932
"(wasm-bypass wasm) / (js-onnx js)","1024","Firefox","guitar-lstm",0.115270585065493,0.00232854549502982,1295.99999999998,1,-106.950449260638,0
"(wasm-bypass wasm) / (wasm-onnx js)","1024","Firefox","guitar-lstm",0.108062705424258,0.00218294134408549,1295.99999999998,1,-110.14690492176,0
"(js-bypass wasm) / (js-onnx wasm)","1024","Firefox","guitar-lstm",0.114525388370369,0.0023134920066975,1295.99999999998,1,-107.271514873341,0
"(js-bypass wasm) / (wasm-onnx wasm)","1024","Firefox","guitar-lstm",0.107389776363485,0.00216934771191952,1295.99999999998,1,-110.456135876004,0
"(js-bypass wasm) / (wasm-bypass js)","1024","Firefox","guitar-lstm",0.950077082381945,0.0191922137712287,1295.99999999998,1,-2.53516861308386,0.0794926982893262
"(js-bypass wasm) / (js-bypass js)","1024","Firefox","guitar-lstm",0.928874210251138,0.0187639010984524,1295.99999999998,1,-3.65244693570185,0.00297121275415978
"(js-bypass wasm) / (js-onnx js)","1024","Firefox","guitar-lstm",0.113001422761574,0.00228270684801262,1295.99999999998,1,-107.934666511166,0
"(js-bypass wasm) / (wasm-onnx js)","1024","Firefox","guitar-lstm",0.105935434035213,0.00213996899162583,1295.99999999998,1,-111.131122172288,0
"(js-onnx wasm) / (wasm-onnx wasm)","1024","Firefox","guitar-lstm",0.937694059732784,0.0189420681543901,1295.99999999998,1,-3.184621002663,0.014248586586376
"(js-onnx wasm) / (wasm-bypass js)","1024","Firefox","guitar-lstm",8.2957769967079,0.167580429495354,1295.99999999998,1,104.736346260257,0
"(js-onnx wasm) / (js-bypass js)","1024","Firefox","guitar-lstm",8.11064012502808,0.16384053671812,1295.99999999998,1,103.61906793764,0
"(js-onnx wasm) / (js-onnx js)","1024","Firefox","guitar-lstm",0.98669320724007,0.0199318848029615,1295.99999999998,1,-0.663151637824219,1
"(js-onnx wasm) / (wasm-onnx js)","1024","Firefox","guitar-lstm",0.924995195760641,0.0186855423245131,1295.99999999998,1,-3.85960729894627,0.00142994637083724
"(wasm-onnx wasm) / (wasm-bypass js)","1024","Firefox","guitar-lstm",8.84699749412079,0.178715464554729,1295.99999999998,1,107.920967262921,0
"(wasm-onnx wasm) / (js-bypass js)","1024","Firefox","guitar-lstm",8.64955903350755,0.174727071178002,1295.99999999998,1,106.803688940303,0
"(wasm-onnx wasm) / (js-onnx js)","1024","Firefox","guitar-lstm",1.05225494072262,0.0212562771365337,1295.99999999998,1,2.52146936483878,0.0794926982893262
"(wasm-onnx wasm) / (wasm-onnx js)","1024","Firefox","guitar-lstm",0.986457348385291,0.0199271202910659,1295.99999999998,1,-0.674986296283263,1
"(wasm-bypass js) / (js-bypass js)","1024","Firefox","guitar-lstm",0.977682998017752,0.0197498723486828,1295.99999999998,1,-1.11727832261799,1
"(wasm-bypass js) / (js-onnx js)","1024","Firefox","guitar-lstm",0.118939215414256,0.00240265436388554,1295.99999999998,1,-105.399497898082,0
"(wasm-bypass js) / (wasm-onnx js)","1024","Firefox","guitar-lstm",0.111501936000415,0.00225241617897013,1295.99999999998,1,-108.595953559204,0
"(js-bypass js) / (js-onnx js)","1024","Firefox","guitar-lstm",0.121654171807636,0.0024574983596492,1295.99999999998,1,-104.282219575464,0
"(js-bypass js) / (wasm-onnx js)","1024","Firefox","guitar-lstm",0.114047125935999,0.00230383077494126,1295.99999999998,1,-107.478675236586,0
"(js-onnx js) / (wasm-onnx js)","1024","Firefox","guitar-lstm",0.93746991361985,0.0189375402479757,1295.99999999998,1,-3.19645566112205,0.014248586586376
"(wasm-bypass wasm) / (js-bypass wasm)","8192","Firefox","guitar-lstm",0.998328473053834,0.0201669252148647,1295.99999999998,1,-0.0828152605407232,1
"(wasm-bypass wasm) / (js-onnx wasm)","8192","Firefox","guitar-lstm",0.107871388725237,0.00217907661452438,1295.99999999998,1,-110.234624298845,0
"(wasm-bypass wasm) / (wasm-onnx wasm)","8192","Firefox","guitar-lstm",0.101417668511484,0.00204870700530119,1295.99999999998,1,-113.288596564413,0
"(wasm-bypass wasm) / (wasm-bypass js)","8192","Firefox","guitar-lstm",0.944626265626116,0.019082103505077,1295.99999999998,1,-2.81999834651791,0.0341287784982412
"(wasm-bypass wasm) / (js-bypass js)","8192","Firefox","guitar-lstm",0.938844159353473,0.0189653009616936,1295.99999999998,1,-3.12394152046687,0.0200642413324924
"(wasm-bypass wasm) / (js-onnx js)","8192","Firefox","guitar-lstm",0.106997907258878,0.00216143168514084,1295.99999999998,1,-110.637105399084,0
"(wasm-bypass wasm) / (wasm-onnx js)","8192","Firefox","guitar-lstm",0.1006896389068,0.00203400030406191,1295.99999999998,1,-113.645238713097,0
"(js-bypass wasm) / (js-onnx wasm)","8192","Firefox","guitar-lstm",0.108052000555753,0.00218272509834234,1295.99999999998,1,-110.151809038304,0
"(js-bypass wasm) / (wasm-onnx wasm)","8192","Firefox","guitar-lstm",0.101587474712859,0.00205213720794149,1295.99999999998,1,-113.205781303873,0
"(js-bypass wasm) / (wasm-bypass js)","8192","Firefox","guitar-lstm",0.946207877590183,0.0191140531599844,1295.99999999998,1,-2.73718308597719,0.037689073493567
"(js-bypass wasm) / (js-bypass js)","8192","Firefox","guitar-lstm",0.940416090188832,0.0189970550511093,1295.99999999998,1,-3.04112625992614,0.0230437855949243
"(js-bypass wasm) / (js-onnx js)","8192","Firefox","guitar-lstm",0.107177056596991,0.00216505062560135,1295.99999999998,1,-110.554290138543,0
"(js-bypass wasm) / (wasm-onnx js)","8192","Firefox","guitar-lstm",0.100858226149551,0.00203740588289545,1295.99999999998,1,-113.562423452557,0
"(js-onnx wasm) / (wasm-onnx wasm)","8192","Firefox","guitar-lstm",0.940172085573204,0.0189921259892141,1295.99999999998,1,-3.05397226556855,0.0230437855949243
"(js-onnx wasm) / (wasm-bypass js)","8192","Firefox","guitar-lstm",8.75696768892267,0.176896800259814,1295.99999999998,1,107.414625952327,0
"(js-onnx wasm) / (js-bypass js)","8192","Firefox","guitar-lstm",8.70336583637425,0.175814005787955,1295.99999999998,1,107.110682778378,0
"(js-onnx wasm) / (js-onnx js)","8192","Firefox","guitar-lstm",0.991902565854758,0.0200371174477627,1295.99999999998,1,-0.402481100239383,1
"(js-onnx wasm) / (wasm-onnx js)","8192","Firefox","guitar-lstm",0.933423033639348,0.0188557904751072,1295.99999999998,1,-3.41061441425267,0.00801730259382582
"(wasm-onnx wasm) / (wasm-bypass js)","8192","Firefox","guitar-lstm",9.31421792169433,0.188153640141277,1295.99999999998,1,110.468598217895,0
"(wasm-onnx wasm) / (js-bypass js)","8192","Firefox","guitar-lstm",9.25720511162377,0.187001941969767,1295.99999999998,1,110.164655043947,0
"(wasm-onnx wasm) / (js-onnx js)","8192","Firefox","guitar-lstm",1.05502235290257,0.0213121807754444,1295.99999999998,1,2.65149116532916,0.0405572359646665
"(wasm-onnx wasm) / (wasm-onnx js)","8192","Firefox","guitar-lstm",0.99282147168862,0.0200556799807678,1295.99999999998,1,-0.356642148684117,1
"(wasm-bypass js) / (js-bypass js)","8192","Firefox","guitar-lstm",0.993878948232705,0.0200770417379015,1295.99999999998,1,-0.303943173948952,1
"(wasm-bypass js) / (js-onnx js)","8192","Firefox","guitar-lstm",0.113270095436059,0.00228813422174768,1295.99999999998,1,-107.817107052566,0
"(wasm-bypass js) / (wasm-onnx js)","8192","Firefox","guitar-lstm",0.10659203811156,0.00215323284782234,1295.99999999998,1,-110.82524036658,0
"(js-bypass js) / (js-onnx js)","8192","Firefox","guitar-lstm",0.113967697612947,0.00230222626791361,1295.99999999998,1,-107.513163878617,0
"(js-bypass js) / (wasm-onnx js)","8192","Firefox","guitar-lstm",0.10724851180428,0.00216649407017945,1295.99999999998,1,-110.521297192631,0
"(js-onnx js) / (wasm-onnx js)","8192","Firefox","guitar-lstm",0.941043067909582,0.0190097204344446,1295.99999999998,1,-3.00813331401329,0.0230437855949243
"(wasm-bypass wasm) / (js-bypass wasm)","128","Safari","guitar-lstm",0.958665083577386,0.0193656973315279,1296.00000000011,1,-2.08970572873833,0.294710457378012
"(wasm-bypass wasm) / (js-onnx wasm)","128","Safari","guitar-lstm",0.160674068651789,0.00324572724702196,1295.99999999998,1,-90.5106347497712,0
"(wasm-bypass wasm) / (wasm-onnx wasm)","128","Safari","guitar-lstm",0.169136183055513,0.00341666780711387,1296.00000000011,1,-87.9698151307685,0
"(wasm-bypass wasm) / (wasm-bypass js)","128","Safari","guitar-lstm",0.97116861471777,0.0196182773031863,1296.00000000011,1,-1.44822644289101,0.738978036975107
"(wasm-bypass wasm) / (js-bypass js)","128","Safari","guitar-lstm",0.88978423811883,0.0179742566418217,1295.99999999998,1,-5.78080588858387,1.1165141925122e-07
"(wasm-bypass wasm) / (js-onnx js)","128","Safari","guitar-lstm",0.163648421822008,0.00330581123697657,1296.00000000011,1,-89.6026231218362,0
"(wasm-bypass wasm) / (wasm-onnx js)","128","Safari","guitar-lstm",0.166787687922048,0.00336922658210382,1295.99999999998,1,-88.6619960760463,0
"(js-bypass wasm) / (js-onnx wasm)","128","Safari","guitar-lstm",0.167601878282886,0.00338567379017302,1295.99999999998,1,-88.4209290210323,0
"(js-bypass wasm) / (wasm-onnx wasm)","128","Safari","guitar-lstm",0.176428855032833,0.00356398482185682,1295.99999999998,1,-85.8801094020293,0
"(js-bypass wasm) / (wasm-bypass js)","128","Safari","guitar-lstm",1.01304264790131,0.0204641617174355,1295.99999999998,1,0.641479285847334,1
"(js-bypass wasm) / (js-bypass js)","128","Safari","guitar-lstm",0.928149208061779,0.0187492555530953,1295.99999999998,1,-3.6911001598455,0.00232553621174607
