"Backend","PP","Buffer.Size","Environment","Model.Unique","response","SE","df","lower.CL","upper.CL"
"js-onnx","js","1024","Safari","guitar-lstm",0.00633965591489087,9.0555935079832e-05,1295.99999999998,0.00616446966457966,0.0065198207317241
"wasm-onnx","js","1024","Safari","guitar-lstm",0.00579531465252117,8.27805395886282e-05,1295.99999999998,0.0056351704022687,0.00596000999512012
"wasm-bypass","wasm","8192","Safari","guitar-lstm",0.000519909503646031,7.42641113202556e-06,1295.99999999998,0.000505542636158637,0.000534684658914983
"js-bypass","wasm","8192","Safari","guitar-lstm",0.000526011427654537,7.51357129368019e-06,1295.99999999998,0.00051147594325779,0.000540959991707197
"js-onnx","wasm","8192","Safari","guitar-lstm",0.00580192877956339,8.28750160818457e-05,1295.99999999998,0.00564160175849005,0.00596681208709342
"wasm-onnx","wasm","8192","Safari","guitar-lstm",0.00533261607057816,7.61713318791774e-05,1295.99999999998,0.00518525775550627,0.00548416211826524
"wasm-bypass","js","8192","Safari","guitar-lstm",0.000675672882662374,9.651342362897e-06,1295.99999999998,0.000657001743354552,0.000694874631586652
"js-bypass","js","8192","Safari","guitar-lstm",0.00075963832500214,1.08507085820651e-05,1295.99999999998,0.000738646935006157,0.000781226263136456
"js-onnx","js","8192","Safari","guitar-lstm",0.0060160832931523,8.59340089499064e-05,1295.99999999998,0.00584983845465692,0.00618705259481714
"wasm-onnx","js","8192","Safari","guitar-lstm",0.00547835035811305,7.82530071085722e-05,1295.99999999998,0.00532696490912131,0.00563403798565438
"wasm-bypass","wasm","128","Chrome","steerable-nafx",0.000892628351769811,1.27503442077068e-05,1296.00000000023,0.000867961995114598,0.000917995694359969
"js-bypass","wasm","128","Chrome","steerable-nafx",0.000924572264031286,1.32066325116435e-05,1295.99999999998,0.000899023188458124,0.000950847411268697
"js-onnx","wasm","128","Chrome","steerable-nafx",0.280116039926423,0.00400119032750905,1295.99999999998,0.272375481235932,0.288076575277696
"wasm-onnx","wasm","128","Chrome","steerable-nafx",0.277982943220757,0.0039707210765922,1295.99999999998,0.270301329245631,0.285882858724136
"wasm-bypass","js","128","Chrome","steerable-nafx",0.00091645374802275,1.30906672576162e-05,1296.00000000011,0.000891129014653129,0.000942498177541523
"js-bypass","js","128","Chrome","steerable-nafx",0.000952551344022505,1.36062869700702e-05,1295.99999999998,0.000926229111329048,0.000979621620505013
"js-onnx","js","128","Chrome","steerable-nafx",0.280712745719295,0.0040097137003492,1295.99999999998,0.272955698018706,0.288690238676993
"wasm-onnx","js","128","Chrome","steerable-nafx",0.277583144854618,0.00396501033844247,1295.99999999998,0.269912578667823,0.285471698605817
"wasm-bypass","wasm","1024","Chrome","steerable-nafx",0.000118500048952496,1.69266011972256e-06,1296.00000000011,0.000115225489652058,0.000121867666990583
"js-bypass","wasm","1024","Chrome","steerable-nafx",0.000125196097032606,1.78830677679266e-06,1295.99999999998,0.000121736503154455,0.000128754008091649
"js-onnx","wasm","1024","Chrome","steerable-nafx",0.0375160804214583,0.000535881408818354,1295.99999999998,0.0364793835496341,0.0385822388767709
"wasm-onnx","wasm","1024","Chrome","steerable-nafx",0.0372699565079288,0.000532365763579182,1295.99999999998,0.0362400608767559,0.0383291204401324
"wasm-bypass","js","1024","Chrome","steerable-nafx",0.000125055686509258,1.78630114645443e-06,1295.99999999998,0.00012159997265132,0.000128609607282936
"js-bypass","js","1024","Chrome","steerable-nafx",0.000128332822886544,1.8331119123719e-06,1295.99999999998,0.000124786550606918,0.00013197987563506
"js-onnx","js","1024","Chrome","steerable-nafx",0.037632752155795,0.00053754795320847,1295.99999999998,0.0365928312472202,0.0387022262708102
"wasm-onnx","js","1024","Chrome","steerable-nafx",0.0372842100892694,0.000532569362387045,1295.99999999998,0.0362539205831761,0.0383437790898088
"wasm-bypass","wasm","8192","Chrome","steerable-nafx",3.8458505784423e-05,5.49343055811805e-07,1295.99999999998,3.73957664951944e-05,3.95514467489407e-05
"js-bypass","wasm","8192","Chrome","steerable-nafx",4.01578017472922e-05,5.73615877075429e-07,1295.99999999998,3.9048105132319e-05,4.12990345039837e-05
"js-onnx","wasm","8192","Chrome","steerable-nafx",0.00727326688492686,0.000103891676881499,1295.99999999998,0.00707228178886034,0.007479963717325
"wasm-onnx","wasm","8192","Chrome","steerable-nafx",0.00726637250943996,0.000103793197306678,1295.99999999998,0.00706557792841179,0.0074728734126089
"wasm-bypass","js","8192","Chrome","steerable-nafx",3.79934789786463e-05,5.42700591646617e-07,1295.99999999998,3.69435899613397e-05,3.90732044831437e-05
"js-bypass","js","8192","Chrome","steerable-nafx",4.0116934983511e-05,5.73032134352229e-07,1295.99999999998,3.90083676561845e-05,4.12570063596623e-05
"js-onnx","js","8192","Chrome","steerable-nafx",0.00727562893025324,0.000103925416444987,1295.99999999998,0.00707457856284245,0.00748239288892279
"wasm-onnx","js","8192","Chrome","steerable-nafx",0.00727258799548555,0.000103881979593666,1295.99999999998,0.00707162165944279,0.00747926553472433
"wasm-bypass","wasm","128","Firefox","steerable-nafx",0.000929677076235728,1.32795498826781e-05,1296.00000000011,0.000903986937342941,0.000956097295629757
"js-bypass","wasm","128","Firefox","steerable-nafx",0.000927388115742297,1.32468542662875e-05,1295.99999999998,0.000901761228611331,0.000953743285841289
"js-onnx","wasm","128","Firefox","steerable-nafx",0.1374450965373,0.00196327204601721,1295.99999999998,0.133647021151304,0.141351108310605
"wasm-onnx","wasm","128","Firefox","steerable-nafx",0.136751640745916,0.00195336669177271,1295.99999999998,0.132972727901465,0.140637945403045
"wasm-bypass","js","128","Firefox","steerable-nafx",0.000928712902939406,1.32657775872101e-05,1295.99999999998,0.000903049407433373,0.000955105721776108
"js-bypass","js","128","Firefox","steerable-nafx",0.000929434711848334,1.32760879386824e-05,1295.99999999998,0.000903751270307707,0.000955848043560121
"js-onnx","js","128","Firefox","steerable-nafx",0.137148725640526,0.00195903867057097,1295.99999999998,0.133358839990188,0.141046314936485
"wasm-onnx","js","128","Firefox","steerable-nafx",0.136630894429536,0.00195164194586631,1295.99999999998,0.132855318216392,0.140513767632613
"wasm-bypass","wasm","1024","Firefox","steerable-nafx",0.000116939784442076,1.67037323008538e-06,1295.99999999998,0.000113708340555588,0.000120263061781945
"js-bypass","wasm","1024","Firefox","steerable-nafx",0.000117831072438241,1.68310442859232e-06,1295.99999999998,0.000114574999233681,0.000121179679029529
"js-onnx","wasm","1024","Firefox","steerable-nafx",0.018312681747673,0.000261579183751085,1295.99999999998,0.0178066400804932,0.018833104464156
"wasm-onnx","wasm","1024","Firefox","steerable-nafx",0.0184175235413017,0.000263076748727,1295.99999999998,0.0179085847388597,0.0189409257258819
"wasm-bypass","js","1024","Firefox","steerable-nafx",0.000116804095025643,1.66843503625428e-06,1295.99999999998,0.00011357640069913,0.000120123516247896
"js-bypass","js","1024","Firefox","steerable-nafx",0.000120914034675367,1.72714160220975e-06,1295.99999999998,0.000117572768740882,0.000124350255063714
"js-onnx","js","1024","Firefox","steerable-nafx",0.0183162824766852,0.000261630616729001,1295.99999999998,0.0178101413091189,0.0188368075212269
"wasm-onnx","js","1024","Firefox","steerable-nafx",0.0184531287573149,0.000263585335261208,1296.00000000011,0.0179432060616823,0.0189775427960568
"wasm-bypass","wasm","8192","Firefox","steerable-nafx",2.57761204626339e-05,3.6818728375172e-07,1295.99999999998,2.50638386050629e-05,2.65086444488196e-05
"js-bypass","wasm","8192","Firefox","steerable-nafx",2.89965819041913e-05,4.14188502294791e-07,1295.99999999998,2.81953077461245e-05,2.98206272368864e-05
"js-onnx","wasm","8192","Firefox","steerable-nafx",0.00354337644690481,5.06137512503848e-05,1295.99999999998,0.00344546090677017,0.00364407461997574
"wasm-onnx","wasm","8192","Firefox","steerable-nafx",0.00366478663771915,5.23479799695791e-05,1295.99999999998,0.00356351612116878,0.00376893513129381
"wasm-bypass","js","8192","Firefox","steerable-nafx",2.69058458616784e-05,3.84324333028103e-07,1295.99999999998,2.61623458498106e-05,2.76704751817061e-05
"js-bypass","js","8192","Firefox","steerable-nafx",2.74335663811986e-05,3.91862317068163e-07,1296.00000000011,2.66754836569142e-05,2.82131928354579e-05
"js-onnx","js","8192","Firefox","steerable-nafx",0.00354424272676066,5.06261252314715e-05,1295.99999999998,0.0034463032483679,0.00364496551838402
"wasm-onnx","js","8192","Firefox","steerable-nafx",0.00366271129198228,5.23183356361423e-05,1295.99999999998,0.00356149812429162,0.00376680080691684
"wasm-bypass","wasm","128","Safari","steerable-nafx",0.000999962832262032,1.4283514836802e-05,1296.00000000011,0.000972330458930367,0.00102838048188421
"js-bypass","wasm","128","Safari","steerable-nafx",0.000996859020232152,1.42391798437914e-05,1295.99999999998,0.000969312415781083,0.00102518846353314
"js-onnx","wasm","128","Safari","steerable-nafx",0.136316670974844,0.00194715356366612,1295.99999999998,0.13254977782424,0.140190614353981
"wasm-onnx","wasm","128","Safari","steerable-nafx",0.136431387130719,0.00194879217448404,1295.99999999998,0.132661323982647,0.14030859059455
"wasm-bypass","js","128","Safari","steerable-nafx",0.000990865144256723,1.41535630451838e-05,1295.99999999998,0.000963484170980447,0.00101902424935928
"js-bypass","js","128","Safari","steerable-nafx",0.0010130516071355,1.44704754958078e-05,1295.99999999998,0.000985057546446975,0.00104184122280115
"js-onnx","js","128","Safari","steerable-nafx",0.135967039894085,0.00194215941731559,1295.99999999998,0.132209808239129,0.139831047210371
"wasm-onnx","js","128","Safari","steerable-nafx",0.136784366489435,0.00195383414779009,1295.99999999998,0.133004549321409,0.140671601169843
"wasm-bypass","wasm","1024","Safari","steerable-nafx",0.000131063869855846,1.87212231220624e-06,1295.99999999998,0.000127442129461798,0.00013478853542493
"js-bypass","wasm","1024","Safari","steerable-nafx",0.000143085372438948,2.04383800499653e-06,1295.99999999998,0.00013913143705058,0.000147151673554191
"js-onnx","wasm","1024","Safari","steerable-nafx",0.0182307205734792,0.000260408446589797,1295.99999999998,0.0177269437722435,0.0187488140594591
"wasm-onnx","wasm","1024","Safari","steerable-nafx",0.0184129908321863,0.00026301200330266,1295.99999999998,0.0179041772839101,0.0189362642030392
"wasm-bypass","js","1024","Safari","steerable-nafx",0.000131520201011129,1.87864056730203e-06,1295.99999999998,0.000127885850635551,0.0001352578349211
"js-bypass","js","1024","Safari","steerable-nafx",0.000140251366661035,2.0033569368304e-06,1295.99999999986,0.000136375744489071,0.00014423712899961
"js-onnx","js","1024","Safari","steerable-nafx",0.0182172563339965,0.000260216122777139,1295.99999999998,0.0177138515954815,0.0187349671837147
"wasm-onnx","js","1024","Safari","steerable-nafx",0.0184303468075876,0.000263259916849198,1295.99999999998,0.0179210536546938,0.0189541134128007
"wasm-bypass","wasm","8192","Safari","steerable-nafx",2.80773650460512e-05,4.01058366645869e-07,1295.99999999998,2.73014919754823e-05,2.88752874252138e-05
"js-bypass","wasm","8192","Safari","steerable-nafx",2.90497902989623e-05,4.14948533439583e-07,1295.99999999998,2.8247045812018e-05,2.98753477453788e-05
"js-onnx","wasm","8192","Safari","steerable-nafx",0.00353293648813735,5.04646264018008e-05,1295.99999999998,0.00343530943956351,0.00363333797109065
"wasm-onnx","wasm","8192","Safari","steerable-nafx",0.00362329800306415,5.17553544143742e-05,1295.99999999998,0.00352317395856735,0.00372626744333313
"wasm-bypass","js","8192","Safari","steerable-nafx",2.70480991404837e-05,3.86356285369579e-07,1295.99999999998,2.63006681868041e-05,2.78167711146024e-05
"js-bypass","js","8192","Safari","steerable-nafx",3.28690684013248e-05,4.69503276556951e-07,1295.99999999986,3.19607842733289e-05,3.38031647888108e-05
"js-onnx","js","8192","Safari","steerable-nafx",0.00352840648307895,5.03999196023333e-05,1296.00000000011,0.00343090461394872,0.00362867922915086
"wasm-onnx","js","8192","Safari","steerable-nafx",0.00362700176294954,5.18082590899961e-05,1296.00000000011,0.00352677537097283,0.00373007645928136
