Environment,Model,Run,Backend,PP,Buffer.Size,N,Mean,SD,CV,P99,Max,Miss,N_Steady,Mean_Steady,SD_Steady,CV_Steady,P99_Steady,Max_Steady,Miss_Steady
Chrome,guitar-lstm,js-bypass-jspp,js-bypass,js,1024,500,0.00099646484375,2.9520358000807576e-05,0.029625087313380268,0.001142578125,0.001171875,0.0,490,0.0009940509406887754,2.3944465515891876e-05,0.02408776505890213,0.0011100097656250002,0.001171875,0.0
Chrome,guitar-lstm,js-bypass-jspp,js-bypass,js,8192,500,0.000960631103515625,1.0362037614413212e-05,0.010786698011849945,0.00099427490234375,0.001016845703125,0.0,490,0.0009603383589764031,1.0104896754572341e-05,0.01052222548450825,0.0009937194824218751,0.001016845703125,0.0
Chrome,guitar-lstm,onnx,wasm-onnx,wasm,128,500,0.012698203125000002,0.002343897596544556,0.18458498210112353,0.024260546874999928,0.036015625,0.012,490,0.01262236926020408,0.0020866296527027126,0.16531204322166818,0.021189843750000045,0.0348828125,0.01020408163265306
Chrome,guitar-lstm,onnx,wasm-onnx,wasm,1024,500,0.011583544921875,0.00044598185311729775,0.03850132719519059,0.012223828124999999,0.0200048828125,0.0,490,0.011572066326530612,0.0004424637644902084,0.03823550194106624,0.011903173828125,0.0200048828125,0.0
Chrome,guitar-lstm,onnx,wasm-onnx,wasm,8192,500,0.011535091552734375,0.0001346451208807522,0.011672652988075747,0.011854266357421876,0.0141851806640625,0.0,490,0.011529254524075255,0.00012939079860332277,0.011222824366755927,0.011708575439453126,0.0141851806640625,0.0
Chrome,guitar-lstm,onnx-jspp,wasm-onnx,js,128,500,0.012476875,0.0005003381109596613,0.0401012361636757,0.014494921874999997,0.0185546875,0.0,490,0.012447783801020408,0.00043444840076313187,0.03490166665069471,0.013962109375000007,0.0185546875,0.0
Chrome,guitar-lstm,onnx-jspp,wasm-onnx,js,1024,500,0.011609736328125,0.00042352962226506875,0.03648055479425946,0.012262646484374999,0.0181396484375,0.0,490,0.011598294005102042,0.0004189863038130819,0.036124821773682536,0.011998583984375002,0.0181396484375,0.0
Chrome,guitar-lstm,onnx-jspp,wasm-onnx,js,8192,500,0.0115609423828125,0.00015742613162385071,0.013617067399098369,0.011857928466796876,0.0144537353515625,0.0,490,0.011549928003427934,8.080949647873099e-05,0.006996536814320169,0.011812915039062502,0.0118597412109375,0.0
Chrome,guitar-lstm,onnxrt-web,js-onnx,wasm,128,500,0.01314765625,0.012466454613508822,0.9481883596940573,0.01746757812499989,0.2845703125,0.01,490,0.012583625637755102,0.0027583336346685295,0.2192002300507576,0.016439843750000013,0.0626171875,0.00816326530612245
Chrome,guitar-lstm,onnxrt-web,js-onnx,wasm,1024,500,0.0117865234375,0.0014110416243989946,0.11971652471411756,0.012329687499999999,0.042314453125,0.002,490,0.011716388313137755,0.00034291570630353547,0.02926803867698881,0.012228173828125,0.0187548828125,0.0
Chrome,guitar-lstm,onnxrt-web,js-onnx,wasm,8192,500,0.0116972509765625,0.00020558533941159856,0.017575526063647342,0.01195377197265625,0.015469970703125,0.0,490,0.011685357541454082,0.0001136212467956338,0.009723386416937586,0.011865417480468751,0.013846435546875,0.0
Chrome,guitar-lstm,onnxrt-web-jspp,js-onnx,js,128,500,0.01291015625,0.012387643777158978,0.9595270217708618,0.013673437499999998,0.28921875,0.002,490,0.012335937500000001,0.00035100021069833575,0.02845346863165736,0.01328125,0.0169921875,0.0
Chrome,guitar-lstm,onnxrt-web-jspp,js-onnx,js,1024,500,0.011770166015625,0.0013995110935515974,0.11890325860261733,0.012290087890625,0.042861328125,0.002,490,0.011698969626913264,0.00011562641068718891,0.009883469602416308,0.012164160156250001,0.0128759765625,0.0
Chrome,guitar-lstm,onnxrt-web-jspp,js-onnx,js,8192,500,0.011731553955078125,0.0002285531137383699,0.01948191301966764,0.012394598388671869,0.0154388427734375,0.0,490,0.011720518773915816,0.00015624217659812194,0.013330653669173857,0.012218823242187503,0.013695068359375,0.0
Chrome,steerable-nafx,bypass,wasm-bypass,wasm,128,500,0.0008607812499999999,0.0004387938981491405,0.5097623794072426,0.0016023437499999992,0.00890625,0.0,490,0.0008237404336734694,0.00010996491743955397,0.13349462153893013,0.0016015625,0.0016015625,0.0
Chrome,steerable-nafx,bypass,wasm-bypass,wasm,1024,500,0.00011365234375,2.4246071584086648e-05,0.21333542964516866,0.00022475585937499989,0.0003125,0.0,490,0.00011104910714285714,1.5214324633640066e-05,0.13700537559539194,0.00020561523437500007,0.00021484375,0.0
Chrome,steerable-nafx,bypass,wasm-bypass,wasm,8192,500,3.814453125e-05,1.5168891661022312e-05,0.39766884436474265,9.58251953125e-05,0.0003253173828125,0.0,490,3.741953324298469e-05,8.000614527271294e-06,0.21380850678492166,9.58251953125e-05,9.765625e-05,0.0
Chrome,steerable-nafx,bypass-jspp,wasm-bypass,js,128,500,0.000878359375,0.00013959773824759686,0.15893009424257223,0.0017578125,0.0019140625,0.0,490,0.0008625637755102041,8.123319787513018e-05,0.09417645417242448,0.0011457031250000015,0.001875,0.0
Chrome,steerable-nafx,bypass-jspp,wasm-bypass,js,1024,500,0.000119814453125,1.823614631019577e-05,0.1522032261931736,0.00021977539062499997,0.00025390625,0.0,490,0.00011785514987244898,1.1507145658758096e-05,0.09763803848378223,0.0001958496093750001,0.0002197265625,0.0
Chrome,steerable-nafx,bypass-jspp,wasm-bypass,js,8192,500,3.7584228515625e-05,1.6579415018014475e-06,0.04411269213926226,4.5166015625e-05,5.126953125e-05,0.0,490,3.7463129783163265e-05,1.2849752321198727e-06,0.03429972988261563,4.157104492187501e-05,4.82177734375e-05,0.0
Chrome,steerable-nafx,js-bypass,js-bypass,wasm,128,500,0.000906640625,0.0002933140291670504,0.32351741260993067,0.0024609375,0.0033984375,0.0,490,0.0008879942602040816,0.0002611743129615189,0.2941171183938678,0.0024609375,0.0033984375,0.0
Chrome,steerable-nafx,js-bypass,js-bypass,wasm,1024,500,0.00011982421875,2.131419471985294e-05,0.1778788540597344,0.0002296874999999998,0.0002978515625,0.0,490,0.00011762595663265307,1.4221242958326422e-05,0.12090225121602619,0.00020126953125000011,0.0002978515625,0.0
Chrome,steerable-nafx,js-bypass,js-bypass,wasm,8192,500,4.2177734375e-05,5.3083245258249006e-05,1.2585608507628383,9.5831298828125e-05,0.0012103271484375,0.0,490,4.202581911670918e-05,5.3603606788246244e-05,1.2754922548775216,9.589233398437501e-05,0.0012103271484375,0.0
Chrome,steerable-nafx,js-bypass-jspp,js-bypass,js,128,500,0.000922890625,0.00016938777168989505,0.18354046200208723,0.0017582031249999998,0.002421875,0.0,490,0.0009059311224489796,0.00011327405135959633,0.12503605246874133,0.0014625000000000022,0.002421875,0.0
