"contrast","Buffer.Size","Environment","Model.Unique","ratio","SE","df","null","t.ratio","p.value"
"(wasm-onnx wasm) / (wasm-onnx js)","1024","Chrome","guitar-lstm",0.989556825805302,0.0303858593999971,1295.99999999998,1,-0.341884469844625,1
"(wasm-bypass js) / (js-bypass js)","1024","Chrome","guitar-lstm",0.989337946874561,0.0303791383868711,1295.99999999998,1,-0.349088582067309,1
"(wasm-bypass js) / (js-onnx js)","1024","Chrome","guitar-lstm",0.0830469840442648,0.00255008496223473,1295.99999999998,1,-81.0364606300944,0
"(wasm-bypass js) / (wasm-onnx js)","1024","Chrome","guitar-lstm",0.0853296271949146,0.00262017701963585,1295.99999999998,1,-80.1534171737315,0
"(js-bypass js) / (js-onnx js)","1024","Chrome","guitar-lstm",0.0839419778717882,0.00257756711980042,1295.99999999998,1,-80.6873720480272,0
"(js-bypass js) / (wasm-onnx js)","1024","Chrome","guitar-lstm",0.0862492209709344,0.00264841455633366,1295.99999999998,1,-79.8043285916644,0
"(js-onnx js) / (wasm-onnx js)","1024","Chrome","guitar-lstm",1.02748616553532,0.0315505379248844,1295.99999999998,1,0.883043456362752,1
"(wasm-bypass wasm) / (js-bypass wasm)","8192","Chrome","guitar-lstm",0.994548622576734,0.0305391401726567,1296.00000000011,1,-0.178017179283897,1
"(wasm-bypass wasm) / (js-onnx wasm)","8192","Chrome","guitar-lstm",0.0806892627702169,0.00247768751595437,1296.00000000011,1,-81.9744045243714,0
"(wasm-bypass wasm) / (wasm-onnx wasm)","8192","Chrome","guitar-lstm",0.082066557485979,0.00251997946169629,1296.00000000011,1,-81.4232162999894,0
"(wasm-bypass wasm) / (wasm-bypass js)","8192","Chrome","guitar-lstm",0.983111407236335,0.0301879429415347,1295.99999999998,1,-0.554697311578006,1
"(wasm-bypass wasm) / (js-bypass js)","8192","Chrome","guitar-lstm",0.986540023746837,0.0302932238678117,1296.00000000011,1,-0.441319208792729,1
"(wasm-bypass wasm) / (js-onnx js)","8192","Chrome","guitar-lstm",0.0805481638839984,0.00247335485833802,1296.00000000011,1,-82.0314021873158,0
"(wasm-bypass wasm) / (wasm-onnx js)","8192","Chrome","guitar-lstm",0.0815992696502945,0.00250563067231486,1296.00000000011,1,-81.6091794340067,0
"(js-bypass wasm) / (js-onnx wasm)","8192","Chrome","guitar-lstm",0.0811315414234474,0.00249126836004763,1295.99999999998,1,-81.7963873450874,0
"(js-bypass wasm) / (wasm-onnx wasm)","8192","Chrome","guitar-lstm",0.0825163854466524,0.00253379211884823,1295.99999999998,1,-81.2451991207053,0
"(js-bypass wasm) / (wasm-bypass js)","8192","Chrome","guitar-lstm",0.988500094333481,0.0303534108401075,1295.99999999998,1,-0.37668013229411,1
"(js-bypass wasm) / (js-bypass js)","8192","Chrome","guitar-lstm",0.991947503975072,0.030459268838286,1295.99999999998,1,-0.263302029508831,1
"(js-bypass wasm) / (js-onnx js)","8192","Chrome","guitar-lstm",0.0809896691378543,0.00248691195401781,1295.99999999998,1,-81.8533850080317,0
"(js-bypass wasm) / (wasm-onnx js)","8192","Chrome","guitar-lstm",0.0820465362858604,0.00251936468005268,1295.99999999998,1,-81.4311622547226,0
"(js-onnx wasm) / (wasm-onnx wasm)","8192","Chrome","guitar-lstm",1.01706912008459,0.0312306665742204,1295.99999999998,1,0.551188224382039,1
"(js-onnx wasm) / (wasm-bypass js)","8192","Chrome","guitar-lstm",12.1839185721153,0.37412589860317,1295.99999999998,1,81.4197072127932,0
"(js-onnx wasm) / (js-bypass js)","8192","Chrome","guitar-lstm",12.2264101799549,0.375430668564656,1295.99999999998,1,81.5330853155786,0
"(js-onnx wasm) / (js-onnx js)","8192","Chrome","guitar-lstm",0.998251330085637,0.0306528374832415,1295.99999999998,1,-0.056997662944248,1
"(js-onnx wasm) / (wasm-onnx js)","8192","Chrome","guitar-lstm",1.01127791788939,0.0310528388324762,1295.99999999998,1,0.365225090364855,1
"(wasm-onnx wasm) / (wasm-bypass js)","8192","Chrome","guitar-lstm",11.9794400709972,0.367847072745707,1295.99999999998,1,80.8685189884112,0
"(wasm-onnx wasm) / (js-bypass js)","8192","Chrome","guitar-lstm",12.021218556845,0.369129945203164,1295.99999999998,1,80.9818970911965,0
"(wasm-onnx wasm) / (js-onnx js)","8192","Chrome","guitar-lstm",0.981498022477183,0.030138401489067,1295.99999999998,1,-0.608185887326288,1
"(wasm-onnx wasm) / (wasm-onnx js)","8192","Chrome","guitar-lstm",0.994305989552879,0.030531689753685,1295.99999999998,1,-0.185963134017185,1
"(wasm-bypass js) / (js-bypass js)","8192","Chrome","guitar-lstm",1.00348751574365,0.03081362259133,1295.99999999998,1,0.11337810278528,1
"(wasm-bypass js) / (js-onnx js)","8192","Chrome","guitar-lstm",0.0819318780060041,0.00251584392179008,1295.99999999998,1,-81.4767048757375,0
"(wasm-bypass js) / (wasm-onnx js)","8192","Chrome","guitar-lstm",0.083001040420924,0.00254867419284509,1295.99999999998,1,-81.0544821224284,0
"(js-bypass js) / (js-onnx js)","8192","Chrome","guitar-lstm",0.0816471323465215,0.00250710036977956,1295.99999999998,1,-81.5900829785228,0
"(js-bypass js) / (wasm-onnx js)","8192","Chrome","guitar-lstm",0.0827125789994652,0.00253981654266655,1295.99999999998,1,-81.1678602252136,0
"(js-onnx js) / (wasm-onnx js)","8192","Chrome","guitar-lstm",1.01304940690901,0.0311072351186472,1295.99999999998,1,0.422222753309103,1
"(wasm-bypass wasm) / (js-bypass wasm)","128","Firefox","guitar-lstm",0.948124282808305,0.0291136096481279,1296.00000000023,1,-1.73479973083183,0.415070134402022
"(wasm-bypass wasm) / (js-onnx wasm)","128","Firefox","guitar-lstm",0.161322762760192,0.00495366275025295,1296.00000000023,1,-59.4123790783171,0
"(wasm-bypass wasm) / (wasm-onnx wasm)","128","Firefox","guitar-lstm",0.143059590741356,0.00439286405462402,1296.00000000011,1,-63.3250915165422,0
"(wasm-bypass wasm) / (wasm-bypass js)","128","Firefox","guitar-lstm",0.968852119684802,0.0297500896567244,1296.00000000023,1,-1.03050676303951,1
"(wasm-bypass wasm) / (js-bypass js)","128","Firefox","guitar-lstm",0.848810980428888,0.0260640424439459,1296.00000000011,1,-5.33823714182448,1.32845016492516e-06
"(wasm-bypass wasm) / (js-onnx js)","128","Firefox","guitar-lstm",0.161435273539479,0.00495711756621826,1296.00000000011,1,-59.389674350687,0
"(wasm-bypass wasm) / (wasm-onnx js)","128","Firefox","guitar-lstm",0.14208439029575,0.00436291902988742,1296.00000000011,1,-63.5478481194398,0
"(js-bypass wasm) / (js-onnx wasm)","128","Firefox","guitar-lstm",0.170149384089564,0.00522469769003323,1295.99999999998,1,-57.6775793474851,0
"(js-bypass wasm) / (wasm-onnx wasm)","128","Firefox","guitar-lstm",0.150886960006572,0.00463321542784725,1295.99999999998,1,-61.5902917857101,0
"(js-bypass wasm) / (wasm-bypass js)","128","Firefox","guitar-lstm",1.02186194073113,0.0313778374799199,1295.99999999998,1,0.704292967792311,1
"(js-bypass wasm) / (js-bypass js)","128","Firefox","guitar-lstm",0.895252864861498,0.0274901117042856,1295.99999999998,1,-3.60343741099265,0.00195558397939458
"(js-bypass wasm) / (js-onnx js)","128","Firefox","guitar-lstm",0.170268050788989,0.00522834153296391,1295.99999999998,1,-57.654874619855,0
"(js-bypass wasm) / (wasm-onnx js)","128","Firefox","guitar-lstm",0.149858402397312,0.00460163198960019,1295.99999999998,1,-61.8130483886078,0
"(js-onnx wasm) / (wasm-onnx wasm)","128","Firefox","guitar-lstm",0.886791103088259,0.027230280336533,1295.99999999998,1,-3.91271243822498,0.000699685344315195
"(js-onnx wasm) / (wasm-bypass js)","128","Firefox","guitar-lstm",6.00567522591346,0.184413464955026,1295.99999999998,1,58.3818723152773,0
"(js-onnx wasm) / (js-bypass js)","128","Firefox","guitar-lstm",5.26156982378645,0.161564567814218,1295.99999999998,1,54.0741419364924,0
"(js-onnx wasm) / (js-onnx js)","128","Firefox","guitar-lstm",1.00069742655879,0.0307279486254961,1295.99999999998,1,0.0227047276301037,1
"(js-onnx wasm) / (wasm-onnx js)","128","Firefox","guitar-lstm",0.880746076156404,0.027044658517118,1295.99999999998,1,-4.13546904112266,0.000341887419211583
"(wasm-onnx wasm) / (wasm-bypass js)","128","Firefox","guitar-lstm",6.77236747752502,0.207955925936564,1295.99999999998,1,62.2945847535023,0
"(wasm-onnx wasm) / (js-bypass js)","128","Firefox","guitar-lstm",5.93326861925315,0.182190109092849,1295.99999999998,1,57.9868543747174,0
"(wasm-onnx wasm) / (js-onnx js)","128","Firefox","guitar-lstm",1.12844775175783,0.0346507182114094,1295.99999999998,1,3.93541716585508,0.000699685344315195
"(wasm-onnx wasm) / (wasm-onnx js)","128","Firefox","guitar-lstm",0.993183257126957,0.0304972145333154,1295.99999999998,1,-0.222756602897677,1
"(wasm-bypass js) / (js-bypass js)","128","Firefox","guitar-lstm",0.876099626746993,0.0269019821646522,1295.99999999998,1,-4.30773037878496,0.000195127542476552
"(wasm-bypass js) / (js-onnx js)","128","Firefox","guitar-lstm",0.166625298391254,0.00511648523598316,1295.99999999998,1,-58.3591675876473,0
"(wasm-bypass js) / (wasm-onnx js)","128","Firefox","guitar-lstm",0.146652298538578,0.00450318365542394,1295.99999999998,1,-62.5173413564001,0
"(js-bypass js) / (js-onnx js)","128","Firefox","guitar-lstm",0.190189897705975,0.00584007238421155,1295.99999999998,1,-54.0514372088623,0
"(js-bypass js) / (wasm-onnx js)","128","Firefox","guitar-lstm",0.167392262319648,0.00514003603921681,1295.99999999998,1,-58.2096109776151,0
"(js-onnx js) / (wasm-onnx js)","128","Firefox","guitar-lstm",0.880132248551017,0.0270258099994516,1295.99999999998,1,-4.15817376875276,0.000341887419211583
"(wasm-bypass wasm) / (js-bypass wasm)","1024","Firefox","guitar-lstm",1.03225581428427,0.0316969973019445,1295.99999999998,1,1.03386853617729,1
"(wasm-bypass wasm) / (js-onnx wasm)","1024","Firefox","guitar-lstm",0.118982413394977,0.00365353741211365,1295.99999999998,1,-69.3266015499863,0
"(wasm-bypass wasm) / (wasm-onnx wasm)","1024","Firefox","guitar-lstm",0.112223856082613,0.00344600554847035,1295.99999999998,1,-71.2310856513836,0
"(wasm-bypass wasm) / (wasm-bypass js)","1024","Firefox","guitar-lstm",0.978222748375345,0.0300378291765332,1295.99999999998,1,-0.717042062435575,1
"(wasm-bypass wasm) / (js-bypass js)","1024","Firefox","guitar-lstm",0.957587845616496,0.0294042028524938,1295.99999999998,1,-1.41135494724471,0.950279982103942
"(wasm-bypass wasm) / (js-onnx js)","1024","Firefox","guitar-lstm",0.117505450490031,0.00360818500182415,1295.99999999998,1,-69.7333871648129,0
"(wasm-bypass wasm) / (wasm-onnx js)","1024","Firefox","guitar-lstm",0.110850214212929,0.00340382576896736,1295.99999999998,1,-71.6321639169567,0
"(js-bypass wasm) / (js-onnx wasm)","1024","Firefox","guitar-lstm",0.115264464242785,0.00353937208350516,1295.99999999998,1,-70.3604700861638,0
"(js-bypass wasm) / (wasm-onnx wasm)","1024","Firefox","guitar-lstm",0.108717097573749,0.00333832515233608,1295.99999999998,1,-72.264954187561,0
"(js-bypass wasm) / (wasm-bypass js)","1024","Firefox","guitar-lstm",0.947655353293999,0.0290992104484878,1295.99999999998,1,-1.75091059861286,0.641583114592826
"(js-bypass wasm) / (js-bypass js)","1024","Firefox","guitar-lstm",0.927665247669691,0.0284853836089861,1295.99999999998,1,-2.445223483422,0.175303221229126
"(js-bypass wasm) / (js-onnx js)","1024","Firefox","guitar-lstm",0.113833653309577,0.00349543684026225,1295.99999999998,1,-70.7672557009904,0
"(js-bypass wasm) / (wasm-onnx js)","1024","Firefox","guitar-lstm",0.107386379111644,0.00329746340186753,1295.99999999998,1,-72.6660324531342,0
"(js-onnx wasm) / (wasm-onnx wasm)","1024","Firefox","guitar-lstm",0.943197006015265,0.0289623100603188,1295.99999999998,1,-1.90448410139723,0.57068394023846
"(js-onnx wasm) / (wasm-bypass js)","1024","Firefox","guitar-lstm",8.22157426852669,0.252456042195235,1295.99999999998,1,68.6095594875509,0
"(js-onnx wasm) / (js-bypass js)","1024","Firefox","guitar-lstm",8.04814609397497,0.247130664217432,1295.99999999998,1,67.915246602742,0
"(js-onnx wasm) / (js-onnx js)","1024","Firefox","guitar-lstm",0.987586712499749,0.030325364050621,1295.99999999998,1,-0.406785614826457,1
"(js-onnx wasm) / (wasm-onnx js)","1024","Firefox","guitar-lstm",0.931652090842607,0.0286078057407353,1295.99999999998,1,-2.30556236697027,0.234216218325637
"(wasm-onnx wasm) / (wasm-bypass js)","1024","Firefox","guitar-lstm",8.71670946376353,0.267659927443779,1295.99999999998,1,70.5140435889481,0
"(wasm-onnx wasm) / (js-bypass js)","1024","Firefox","guitar-lstm",8.53283676967557,0.262013834481397,1295.99999999998,1,69.8197307041392,0
"(wasm-onnx wasm) / (js-onnx js)","1024","Firefox","guitar-lstm",1.04706302734359,0.0321516754794811,1295.99999999998,1,1.49769848657077,0.941185778600064
"(wasm-onnx wasm) / (wasm-onnx js)","1024","Firefox","guitar-lstm",0.987759805110672,0.0303306791246031,1295.99999999998,1,-0.40107826557304,1
"(wasm-bypass js) / (js-bypass js)","1024","Firefox","guitar-lstm",0.978905721837771,0.0300588009237455,1295.99999999998,1,-0.694312884809131,1
"(wasm-bypass js) / (js-onnx js)","1024","Firefox","guitar-lstm",0.120121363651772,0.00368851062584336,1295.99999999998,1,-69.0163451023773,0
"(wasm-bypass js) / (wasm-onnx js)","1024","Firefox","guitar-lstm",0.113317968118235,0.00347960193587862,1295.99999999998,1,-70.9151218545212,0
"(js-bypass js) / (js-onnx js)","1024","Firefox","guitar-lstm",0.122709839131658,0.00376799373377717,1295.99999999998,1,-68.3220322175685,0
"(js-bypass js) / (wasm-onnx js)","1024","Firefox","guitar-lstm",0.11575983834837,0.00355458330486218,1295.99999999998,1,-70.2208089697124,0
"(js-onnx js) / (wasm-onnx js)","1024","Firefox","guitar-lstm",0.94336231851929,0.0289673862341911,1295.99999999998,1,-1.89877675214382,0.57068394023846
"(wasm-bypass wasm) / (js-bypass wasm)","8192","Firefox","guitar-lstm",1.00463701254685,0.0308489196529355,1295.99999999998,1,0.150661577871055,1
"(wasm-bypass wasm) / (js-onnx wasm)","8192","Firefox","guitar-lstm",0.108303598535229,0.0033256280304338,1295.99999999998,1,-72.3890545608858,0
"(wasm-bypass wasm) / (wasm-onnx wasm)","8192","Firefox","guitar-lstm",0.101912740635448,0.00312938694096421,1295.99999999998,1,-74.3697867261879,0
"(wasm-bypass wasm) / (wasm-bypass js)","8192","Firefox","guitar-lstm",0.948248065326802,0.0291174105801263,1295.99999999998,1,-1.73054830201645,0.469017587757643
"(wasm-bypass wasm) / (js-bypass js)","8192","Firefox","guitar-lstm",0.942490454871861,0.0289406143242656,1295.99999999998,1,-1.92888878160909,0.431702610241867
"(wasm-bypass wasm) / (js-onnx js)","8192","Firefox","guitar-lstm",0.107581262531668,0.00330344759605004,1295.99999999998,1,-72.6069850054484,0
"(wasm-bypass wasm) / (wasm-onnx js)","8192","Firefox","guitar-lstm",0.101034278018036,0.00310241239954853,1295.99999999998,1,-74.651717531665,0
"(js-bypass wasm) / (js-onnx wasm)","8192","Firefox","guitar-lstm",0.107803711372996,0.00331027822875351,1295.99999999998,1,-72.5397161387569,0
"(js-bypass wasm) / (wasm-onnx wasm)","8192","Firefox","guitar-lstm",0.101442351180244,0.00311494291160041,1295.99999999998,1,-74.520448304059,0
"(js-bypass wasm) / (wasm-bypass js)","8192","Firefox","guitar-lstm",0.943871322163322,0.0289830159714213,1295.99999999998,1,-1.8812098798875,0.431702610241867
"(js-bypass wasm) / (js-bypass js)","8192","Firefox","guitar-lstm",0.938140286592231,0.0288070357381105,1295.99999999998,1,-2.07955035948014,0.415392910031982
"(js-bypass wasm) / (js-onnx js)","8192","Firefox","guitar-lstm",0.107084709390648,0.00328820017060241,1295.99999999998,1,-72.7576465833195,0
"(js-bypass wasm) / (wasm-onnx js)","8192","Firefox","guitar-lstm",0.10056794320359,0.00308809287414528,1295.99999999998,1,-74.8023791095362,0
"(js-onnx wasm) / (wasm-onnx wasm)","8192","Firefox","guitar-lstm",0.940991269115569,0.0288945795272562,1295.99999999998,1,-1.98073216530204,0.43049210302516
"(js-onnx wasm) / (wasm-bypass js)","8192","Firefox","guitar-lstm",8.75546222056837,0.268849890252307,1295.99999999998,1,70.6585062588694,0
"(js-onnx wasm) / (js-bypass js)","8192","Firefox","guitar-lstm",8.70230045555953,0.267217476756802,1295.99999999998,1,70.4601657792767,0
"(js-onnx wasm) / (js-onnx js)","8192","Firefox","guitar-lstm",0.993330452419581,0.0305017343904366,1295.99999999998,1,-0.217930444562492,1
"(js-onnx wasm) / (wasm-onnx js)","8192","Firefox","guitar-lstm",0.93288015711843,0.0286455153984507,1295.99999999998,1,-2.26266297077902,0.285857012538107
"(wasm-onnx wasm) / (wasm-bypass js)","8192","Firefox","guitar-lstm",9.30450951877328,0.285709229273718,1295.99999999998,1,72.6392384241714,0
"(wasm-onnx wasm) / (js-bypass js)","8192","Firefox","guitar-lstm",9.2480140264625,0.283974448570556,1295.99999999998,1,72.4408979445788,0
"(wasm-onnx wasm) / (js-onnx js)","8192","Firefox","guitar-lstm",1.05562132723421,0.0324144711981281,1295.99999999998,1,1.76280172073955,0.469017587757643
"(wasm-onnx wasm) / (wasm-onnx js)","8192","Firefox","guitar-lstm",0.991380247337722,0.0304418503535898,1295.99999999998,1,-0.281930805476973,1
"(wasm-bypass js) / (js-bypass js)","8192","Firefox","guitar-lstm",0.993928160082292,0.0305200879205502,1295.99999999998,1,-0.198340479592639,1
"(wasm-bypass js) / (js-onnx js)","8192","Firefox","guitar-lstm",0.11345265702661,0.00348373776529831,1295.99999999998,1,-70.876436703432,0
"(wasm-bypass js) / (wasm-onnx js)","8192","Firefox","guitar-lstm",0.106548361881673,0.003271730798079,1295.99999999998,1,-72.9211692296486,0
"(js-bypass js) / (js-onnx js)","8192","Firefox","guitar-lstm",0.114145731636395,0.00350501968372631,1295.99999999998,1,-70.6780962238394,0
"(js-bypass js) / (wasm-onnx js)","8192","Firefox","guitar-lstm",0.107199258619306,0.00329171758028077,1295.99999999998,1,-72.7228287500561,0
"(js-onnx js) / (wasm-onnx js)","8192","Firefox","guitar-lstm",0.939143821520921,0.0288378508165889,1295.99999999998,1,-2.04473252621653,0.415392910031982
"(wasm-bypass wasm) / (js-bypass wasm)","128","Safari","guitar-lstm",0.957530066514578,0.0294024286565894,1296.00000000011,1,-1.41332000120045,1
"(wasm-bypass wasm) / (js-onnx wasm)","128","Safari","guitar-lstm",0.17105556014495,0.00525252321504858,1296.00000000011,1,-57.5045987080345,0
"(wasm-bypass wasm) / (wasm-onnx wasm)","128","Safari","guitar-lstm",0.181620671383262,0.00557694115271622,1296.00000000011,1,-55.5528358082664,0
"(wasm-bypass wasm) / (wasm-bypass js)","128","Safari","guitar-lstm",0.990358274875314,0.0304104691223719,1296.00000000011,1,-0.315519420070616,1
"(wasm-bypass wasm) / (js-bypass js)","128","Safari","guitar-lstm",0.901618808713359,0.0276855877697184,1296.00000000011,1,-3.37268472288752,0.00919621286156124
"(wasm-bypass wasm) / (js-onnx js)","128","Safari","guitar-lstm",0.175095805702281,0.00537658514888105,1296.00000000023,1,-56.7443413268795,0
"(wasm-bypass wasm) / (wasm-onnx js)","128","Safari","guitar-lstm",0.177780985603183,0.00545903771431721,1296.00000000023,1,-56.2487109855131,0
"(js-bypass wasm) / (js-onnx wasm)","128","Safari","guitar-lstm",0.178642495026391,0.00548549168191439,1295.99999999998,1,-56.0912787068333,0
"(js-bypass wasm) / (wasm-onnx wasm)","128","Safari","guitar-lstm",0.189676207290664,0.00582429873248412,1295.99999999998,1,-54.1395158070653,0
"(js-bypass wasm) / (wasm-bypass js)","128","Safari","guitar-lstm",1.03428425854055,0.0317592837925881,1295.99999999998,1,1.09780058112983,1
"(js-bypass wasm) / (js-bypass js)","128","Safari","guitar-lstm",0.941608875004064,0.0289135440628979,1295.99999999998,1,-1.95936472168703,0.502841963035893
"(js-bypass wasm) / (js-onnx js)","128","Safari","guitar-lstm",0.182861940136911,0.00561505621275368,1295.99999999998,1,-55.3310213256783,0
