"Backend","PP","Buffer.Size","Environment","Model.Unique","response","SE","df","lower.CL","upper.CL"
"wasm-onnx","js","8192","Chrome","guitar-lstm",0.0116499724856989,0.000252953496528994,1295.99999999998,0.0111641498233918,0.0121569363600952
"wasm-bypass","wasm","128","Firefox","guitar-lstm",0.00111389139463917,2.41856985819851e-05,1296.00000000023,0.00106744032503116,0.00116236384363218
"js-bypass","wasm","128","Firefox","guitar-lstm",0.00117483690148709,2.55089960467505e-05,1295.99999999998,0.00112584430584295,0.00122596147436421
"js-onnx","wasm","128","Firefox","guitar-lstm",0.00690473790295163,0.00014992117769479,1295.99999999998,0.0066167991842411,0.00720520665369489
"wasm-onnx","wasm","128","Firefox","guitar-lstm",0.00778620565644583,0.000169060308761204,1295.99999999998,0.00746150830922641,0.00812503263576133
"wasm-bypass","js","128","Firefox","guitar-lstm",0.00114970218055729,2.49632509343672e-05,1295.99999999998,0.00110175774335761,0.00119973298299676
"js-bypass","js","128","Firefox","guitar-lstm",0.0013122961652503,2.84936212415215e-05,1295.99999999998,0.00125757129637013,0.00136940245877222
"js-onnx","js","128","Firefox","guitar-lstm",0.00689992571150675,0.00014981669155515,1295.99999999998,0.00661218766894907,0.00720018505341044
"wasm-onnx","js","128","Firefox","guitar-lstm",0.00783964651092636,0.000170220659226834,1295.99999999998,0.0075127205937913,0.00818079903930833
"wasm-bypass","wasm","1024","Firefox","guitar-lstm",0.000694767800415737,1.50853527428203e-05,1295.99999999998,0.000665794861389692,0.000725001534987809
"js-bypass","wasm","1024","Firefox","guitar-lstm",0.000673057773859539,1.46139673267715e-05,1295.99999999998,0.000644990177993165,0.000702346768073666
"js-onnx","wasm","1024","Firefox","guitar-lstm",0.00583924784000952,0.000126786407439414,1295.99999999998,0.00559574177722807,0.0060933503893645
"wasm-onnx","wasm","1024","Firefox","guitar-lstm",0.00619091006732375,0.000134421978262049,1295.99999999998,0.0059327391218813,0.00646031566099551
"wasm-bypass","js","1024","Firefox","guitar-lstm",0.000710234761530156,1.54211837415092e-05,1295.99999999998,0.000680616825253204,0.000741141561256787
"js-bypass","js","1024","Firefox","guitar-lstm",0.000725539493422084,1.57534922898988e-05,1295.99999999998,0.000695283325114734,0.000757112298685299
"js-onnx","js","1024","Firefox","guitar-lstm",0.00591264317968535,0.000128380025606557,1295.99999999998,0.00566607641273777,0.00616993962377359
"wasm-onnx","js","1024","Firefox","guitar-lstm",0.0062676270438339,0.000136087718458019,1295.99999999998,0.00600625687660633,0.00654037107763429
"wasm-bypass","wasm","8192","Firefox","guitar-lstm",0.000621258173538669,1.34892530807891e-05,1295.99999999986,0.000595350704639567,0.000648293040019612
"js-bypass","wasm","8192","Firefox","guitar-lstm",0.000618390688158823,1.34269919506476e-05,1295.99999999998,0.000592602798029806,0.000645300772242235
"js-onnx","wasm","8192","Firefox","guitar-lstm",0.00573626529442219,0.000124550368253935,1295.99999999998,0.00549705377006389,0.0059858864228665
"wasm-onnx","wasm","8192","Firefox","guitar-lstm",0.00609598142160624,0.000132360811775649,1295.99999999998,0.00584176915395881,0.00636125607041241
"wasm-bypass","js","8192","Firefox","guitar-lstm",0.000655164187785145,1.42254475110795e-05,1295.99999999998,0.000627842783348455,0.000683674519068157
"js-bypass","js","8192","Firefox","guitar-lstm",0.000659166541504268,1.43123498079597e-05,1295.99999999998,0.000631678232455425,0.000687851040473139
"js-onnx","js","8192","Firefox","guitar-lstm",0.00577478046751677,0.000125386640418152,1295.99999999998,0.00553396279825512,0.00602607763437224
"wasm-onnx","js","8192","Firefox","guitar-lstm",0.00614898414405224,0.000133511649169018,1295.99999999998,0.0058925615773024,0.00641656527603318
"wasm-bypass","wasm","128","Safari","guitar-lstm",0.00143236182845271,3.1100582704941e-05,1296.00000000023,0.00137263002756303,0.00149469293721551
"js-bypass","wasm","128","Safari","guitar-lstm",0.00149589227382335,3.24800064170814e-05,1295.99999999998,0.00143351115078759,0.00156098799346972
"js-onnx","wasm","128","Safari","guitar-lstm",0.00837366424826502,0.000181815678359637,1295.99999999998,0.00802446892927587,0.00873805526081079
"wasm-onnx","wasm","128","Safari","guitar-lstm",0.0078865572819632,0.000171239223311273,1295.99999999998,0.00755767510993536,0.00822975119424243
"wasm-bypass","js","128","Safari","guitar-lstm",0.00144630672029579,3.14033653213603e-05,1295.99999999998,0.0013859933949013,0.00150924465936704
"js-bypass","js","128","Safari","guitar-lstm",0.00158865566535457,3.44941591772287e-05,1295.99999999998,0.00152240615911931,0.00165778810598294
"js-onnx","js","128","Safari","guitar-lstm",0.00818044625745169,0.000177620375200893,1295.99999999998,0.00783930844064272,0.00853642913501293
"wasm-onnx","js","128","Safari","guitar-lstm",0.00805688990638077,0.00017493762113773,1295.99999999998,0.00772090458890139,0.0084074960668277
"wasm-bypass","wasm","1024","Safari","guitar-lstm",0.000677012015955795,1.46998249857143e-05,1295.99999999998,0.000648779521809621,0.000706473084215237
"js-bypass","wasm","1024","Safari","guitar-lstm",0.000632598019186386,1.37354728560041e-05,1295.99999999998,0.000606217660414841,0.000660126353964502
"js-onnx","wasm","1024","Safari","guitar-lstm",0.00627829903042809,0.000136319437144671,1295.99999999998,0.00601648382412891,0.00655150746976059
"wasm-onnx","wasm","1024","Safari","guitar-lstm",0.00570528310999141,0.000123877658349127,1295.99999999998,0.00546736359274666,0.00595355600793341
"wasm-bypass","js","1024","Safari","guitar-lstm",0.000853511589810226,1.85321245381091e-05,1295.99999999998,0.00081791877846405,0.000890653269152688
"js-bypass","js","1024","Safari","guitar-lstm",0.000794808854965788,1.72575239282841e-05,1295.99999999998,0.000761664042442086,0.000829396007597485
"js-onnx","js","1024","Safari","guitar-lstm",0.00641793447599596,0.000139351313334862,1295.99999999998,0.00615029624616591,0.00669721933538653
"wasm-onnx","js","1024","Safari","guitar-lstm",0.00587748234335865,0.000127616585478211,1295.99999999998,0.0056323818400554,0.0061332487174117
"wasm-bypass","wasm","8192","Safari","guitar-lstm",0.000526885516755155,1.14401586696714e-05,1295.99999999998,0.000504913540014842,0.000549813632960184
"js-bypass","wasm","8192","Safari","guitar-lstm",0.000532918526882447,1.15711521984688e-05,1295.99999999998,0.00051069496387913,0.000556109177457592
"js-onnx","wasm","8192","Safari","guitar-lstm",0.00584108149444814,0.000126826221207407,1295.99999999998,0.00559749896531604,0.00609526383768758
"wasm-onnx","wasm","8192","Safari","guitar-lstm",0.00538881601717336,0.000117006272364056,1295.99999999998,0.00516409368865624,0.00562331743336371
"wasm-bypass","js","8192","Safari","guitar-lstm",0.000681799195287295,1.48037680423954e-05,1295.99999999998,0.000653367068033778,0.000711468583951296
"js-bypass","js","8192","Safari","guitar-lstm",0.000772929355133057,1.67824587732559e-05,1295.99999999998,0.000740696953078284,0.000806564392554296
"js-onnx","js","8192","Safari","guitar-lstm",0.00605216798275939,0.000131409499438657,1295.99999999998,0.00579978280625158,0.00631553603215207
"wasm-onnx","js","8192","Safari","guitar-lstm",0.00553271209093594,0.000120130658712583,1295.99999999998,0.00530198906381316,0.0057734753340237
"wasm-bypass","wasm","128","Chrome","steerable-nafx",0.000986102317699634,2.14110401980486e-05,1296.00000000023,0.000944980258923944,0.0010290138569454
"js-bypass","wasm","128","Chrome","steerable-nafx",0.00101214770913115,2.19765585148653e-05,1295.99999999998,0.000969939515480747,0.00105619264783914
"js-onnx","wasm","128","Chrome","steerable-nafx",0.282833387733075,0.0061411041485331,1295.99999999998,0.271038778811337,0.295141254573946
"wasm-onnx","wasm","128","Chrome","steerable-nafx",0.279693311110167,0.00607292429985888,1295.99999999998,0.268029648453465,0.291864533387061
"wasm-bypass","js","128","Chrome","steerable-nafx",0.000980956191418116,2.12993033988344e-05,1295.99999999998,0.000940048734417127,0.00102364379021072
"js-bypass","js","128","Chrome","steerable-nafx",0.00101870716054162,2.21189825567787e-05,1295.99999999998,0.000976225427176739,0.00106303754240453
"js-onnx","js","128","Chrome","steerable-nafx",0.284015909673457,0.00616678000827517,1295.99999999998,0.272171987677544,0.296375235511779
"wasm-onnx","js","128","Chrome","steerable-nafx",0.27907252157537,0.00605944522223633,1295.99999999998,0.267434746844576,0.291216729379214
"wasm-bypass","wasm","1024","Chrome","steerable-nafx",0.000126406357869498,2.74463568440493e-06,1295.99999999998,0.000121135008654888,0.000131907096777896
"js-bypass","wasm","1024","Chrome","steerable-nafx",0.000135232406057278,2.93627388375458e-06,1295.99999999998,0.000129592996382998,0.000141117222060311
"js-onnx","wasm","1024","Chrome","steerable-nafx",0.0378297774698815,0.000821390307630944,1295.99999999998,0.0362522146707018,0.0394759899890289
"wasm-onnx","wasm","1024","Chrome","steerable-nafx",0.0373896095405585,0.000811833030399702,1295.99999999998,0.0358304024547119,0.0390166675733663
"wasm-bypass","js","1024","Chrome","steerable-nafx",0.000132773314746123,2.88288013143419e-06,1295.99999999998,0.000127236453149884,0.00013855112015663
"js-bypass","js","1024","Chrome","steerable-nafx",0.00013505739534725,2.93247391160132e-06,1295.99999999998,0.000129425283902144,0.000140934595529067
"js-onnx","js","1024","Chrome","steerable-nafx",0.0379674516267144,0.000824379598755481,1295.99999999998,0.0363841475929107,0.0396196552178611
"wasm-onnx","js","1024","Chrome","steerable-nafx",0.037423113399502,0.000812560492913232,1295.99999999998,0.0358625091486433,0.0390516293967949
"wasm-bypass","wasm","8192","Chrome","steerable-nafx",3.96049784127823e-05,8.59934886693216e-07,1296.00000000011,3.79533868681039e-05,4.1328441135649e-05
"js-bypass","wasm","8192","Chrome","steerable-nafx",4.07751814374538e-05,8.85343268309811e-07,1295.99999999998,3.90747905372762e-05,4.25495670839537e-05
"js-onnx","wasm","8192","Chrome","steerable-nafx",0.00733039164204705,0.000159163311248925,1295.99999999998,0.00702470247517004,0.0076493832750536
"wasm-onnx","wasm","8192","Chrome","steerable-nafx",0.00730667068256314,0.000158648262852902,1295.99999999998,0.00700197071799567,0.00762463006682068
"wasm-bypass","js","8192","Chrome","steerable-nafx",3.84855402127959e-05,8.35628751448496e-07,1295.99999999998,3.68806310484643e-05,4.01602891101401e-05
"js-bypass","js","8192","Chrome","steerable-nafx",4.12828757770166e-05,8.9636673283027e-07,1295.99999999998,3.95613132031731e-05,4.30793544104065e-05
"js-onnx","js","8192","Chrome","steerable-nafx",0.00734362945911459,0.00015945074129374,1295.99999999998,0.00703738825389253,0.0076631971531408
"wasm-onnx","js","8192","Chrome","steerable-nafx",0.00730602739437178,0.000158634295266499,1295.99999999998,0.00700135425596052,0.00762395878509763
"wasm-bypass","wasm","128","Firefox","steerable-nafx",0.00101417267564957,2.2020526203357e-05,1296.00000000011,0.000971880037625914,0.00105830573343879
"js-bypass","wasm","128","Firefox","steerable-nafx",0.000994011764102222,2.15827764082075e-05,1295.99999999998,0.000952559868641217,0.00103726749331045
"js-onnx","wasm","128","Firefox","steerable-nafx",0.138319299197848,0.00300329897023242,1295.99999999998,0.132551161095612,0.144338445415678
"wasm-onnx","wasm","128","Firefox","steerable-nafx",0.137005382336079,0.00297477015913516,1295.99999999998,0.131292036688385,0.142967351733647
"wasm-bypass","js","128","Firefox","steerable-nafx",0.000996853712599845,2.16444830611899e-05,1296.00000000011,0.000955283303297974,0.00104023311293459
"js-bypass","js","128","Firefox","steerable-nafx",0.000998403852597778,2.16781409374696e-05,1295.99999999998,0.00095676879995519,0.00104185070931323
"js-onnx","js","128","Firefox","steerable-nafx",0.137941533581743,0.00299509662180805,1295.99999999998,0.132189148915626,0.143944240831963
"wasm-onnx","js","128","Firefox","steerable-nafx",0.136991346930989,0.00297446541122292,1295.99999999998,0.131278586582348,0.142952705559446
"wasm-bypass","wasm","1024","Firefox","steerable-nafx",0.00012643957773256,2.74535698057332e-06,1296.00000000011,0.000121166843196026,0.000131941762246989
"js-bypass","wasm","1024","Firefox","steerable-nafx",0.000126197099531853,2.74009210043937e-06,1295.99999999998,0.000120934476727785,0.000131688732288478
"js-onnx","wasm","1024","Firefox","steerable-nafx",0.0184552882368846,0.000400715941149307,1295.99999999998,0.0176856729201192,0.0192583943763332
"wasm-onnx","wasm","1024","Firefox","steerable-nafx",0.0184655473651129,0.000400938695525755,1295.99999999998,0.0176955042261364,0.0192690999440188
"wasm-bypass","js","1024","Firefox","steerable-nafx",0.000124844211600213,2.71071711838339e-06,1295.99999999998,0.000119638006407221,0.000130276971659216
"js-bypass","js","1024","Firefox","steerable-nafx",0.000131312627730967,2.85116452967873e-06,1296.00000000023,0.000125836679141636,0.00013702686942496
"js-onnx","js","1024","Firefox","steerable-nafx",0.0184557078727926,0.000400725052618908,1295.99999999998,0.0176860750565323,0.0192588322732496
"wasm-onnx","js","1024","Firefox","steerable-nafx",0.0184927677872084,0.000401529727045744,1295.99999999986,0.0177215895126813,0.0192975048985812
"wasm-bypass","wasm","8192","Firefox","steerable-nafx",2.69653429718806e-05,5.85493038564159e-07,1295.99999999998,2.58408446326179e-05,2.81387753352815e-05
"js-bypass","wasm","8192","Firefox","steerable-nafx",3.0862258301909e-05,6.70105973025432e-07,1295.99999999998,2.95752523015557e-05,3.22052700609978e-05
"js-onnx","wasm","8192","Firefox","steerable-nafx",0.00355849299767048,7.72648388002338e-05,1295.99999999998,0.00341009809424458,0.00371334550048331
"wasm-onnx","wasm","8192","Firefox","steerable-nafx",0.00366667795430989,7.96138368847673e-05,1295.99999999998,0.00351377156352033,0.00382623826779237
"wasm-bypass","js","8192","Firefox","steerable-nafx",2.79505129772206e-05,6.06883835652493e-07,1296.00000000011,2.67849314581129e-05,2.91668163090688e-05
"js-bypass","js","8192","Firefox","steerable-nafx",2.88011669263386e-05,6.25353912816172e-07,1295.99999999998,2.76001117641154e-05,3.00544875835362e-05
"js-onnx","js","8192","Firefox","steerable-nafx",0.00356175244421407,7.73356105038555e-05,1295.99999999998,0.00341322161660471,0.00371674678612997
"wasm-onnx","js","8192","Firefox","steerable-nafx",0.00366440390582225,7.95644609298511e-05,1295.99999999998,0.00351159234652624,0.00382386526109404
"wasm-bypass","wasm","128","Safari","steerable-nafx",0.00114821578572037,2.49309771438765e-05,1296.00000000011,0.00110033333358526,0.00119818190573364
"js-bypass","wasm","128","Safari","steerable-nafx",0.00113159643862216,2.45701246213766e-05,1295.99999999998,0.00108440704009409,0.00118083934588921
"js-onnx","wasm","128","Safari","steerable-nafx",0.137920126316459,0.00299463181018626,1295.99999999998,0.132168634367868,0.143921902001376
"wasm-onnx","wasm","128","Safari","steerable-nafx",0.137728473503478,0.00299047049141726,1295.99999999998,0.131984973786625,0.143721909164182
"wasm-bypass","js","128","Safari","steerable-nafx",0.00111143790357203,2.41324264266306e-05,1295.99999999998,0.00106508914850284,0.0011598035856745
"js-bypass","js","128","Safari","steerable-nafx",0.00113808861721722,2.47110879822538e-05,1295.99999999998,0.00109062848435968,0.00118761404017414
"js-onnx","js","128","Safari","steerable-nafx",0.137592549336683,0.00298751919747253,1295.99999999998,0.131854717877043,0.143580070078506
"wasm-onnx","js","128","Safari","steerable-nafx",0.138384386457082,0.00300471219672913,1295.99999999998,0.132613534111048,0.144406365032598
"wasm-bypass","wasm","1024","Safari","steerable-nafx",0.000151878102372631,3.29769852147771e-06,1295.99999999998,0.000145544540286419,0.000158487277742727
"js-bypass","wasm","1024","Safari","steerable-nafx",0.000161185875311009,3.49979631291462e-06,1295.99999999998,0.00015446416406525,0.000168200090661812
"js-onnx","wasm","1024","Safari","steerable-nafx",0.0184490014105499,0.000400579436560528,1295.99999999998,0.0176796482645932,0.0192518339704823
"wasm-onnx","wasm","1024","Safari","steerable-nafx",0.018619324962826,0.00040427763740541,1295.99999999998,0.0178428690497407,0.0194295693761399
"wasm-bypass","js","1024","Safari","steerable-nafx",0.000146491797849749,3.18074678068131e-06,1295.99999999998,0.000140382853358687,0.000152866581094632
"js-bypass","js","1024","Safari","steerable-nafx",0.000159020921456471,3.45278910770431e-06,1295.99999999998,0.000152389492281908,0.000165940925993014
"js-onnx","js","1024","Safari","steerable-nafx",0.018436493315025,0.000400307850811995,1295.99999999998,0.0176676617768468,0.0192387815687304
"wasm-onnx","js","1024","Safari","steerable-nafx",0.0186297310881666,0.000404503583500435,1296.00000000011,0.0178528412228532,0.0194404283377105
"wasm-bypass","wasm","8192","Safari","steerable-nafx",3.06428317338232e-05,6.65341608328713e-07,1296.00000000011,2.93649761756379e-05,3.19762948572188e-05
"js-bypass","wasm","8192","Safari","steerable-nafx",3.17930434034851e-05,6.90315921696972e-07,1295.99999999998,3.04672221615818e-05,3.31765595004086e-05
"js-onnx","wasm","8192","Safari","steerable-nafx",0.00356556836549427,7.74184648308921e-05,1295.99999999998,0.00341687840780647,0.00372072876224326
"wasm-onnx","wasm","8192","Safari","steerable-nafx",0.00365473910091518,7.93546109754834e-05,1295.99999999998,0.00350233057958826,0.00381377987949058
"wasm-bypass","js","8192","Safari","steerable-nafx",2.91842728441904e-05,6.33672214132383e-07,1295.99999999998,2.79672415466429e-05,3.04542648592524e-05
"js-bypass","js","8192","Safari","steerable-nafx",3.55156971298994e-05,7.71145149201098e-07,1295.99999999998,3.40346352171333e-05,3.70612093996461e-05
"js-onnx","js","8192","Safari","steerable-nafx",0.00355927557725191,7.72818307924194e-05,1295.99999999998,0.00341084803899394,0.00371416213504445
"wasm-onnx","js","8192","Safari","steerable-nafx",0.00365803695963808,7.94262167149856e-05,1295.99999999998,0.0035054909122778,0.00381722124887305
