"Environment","Run","Model.Unique","Iteration","Iteration.Count","response","SE","df","lower.CL","upper.CL","p.value"
"Firefox","bypass","guitar-lstm",10,"10",0.000733623844332639,1.63627058878224e-05,2138.7293414916,0.000702227019549187,0.00076642443254165,0.00300602335010832
"Firefox","bypass","guitar-lstm",20,"20",0.000746016327001035,1.66391071398938e-05,2138.7293414916,0.000714089142401749,0.00077937098760564,0.0120047509492595
"Firefox","bypass","guitar-lstm",30,"30",0.000739028097504049,1.64832420534204e-05,2138.7293414916,0.000707399987449243,0.000772070311832799,0.00825127825933627
"Firefox","bypass","guitar-lstm",40,"40",0.000742510516024593,1.6560913724632e-05,2138.7293414916,0.00071073336925982,0.000775708430548675,0.0117930811667851
"Firefox","bypass","steerable-nafx",0,"0",0.000252161777379773,5.62420241829673e-06,2138.7293414916,0.000241370035531907,0.000263436021920462,8.8846879092997e-128
"Firefox","bypass","steerable-nafx",10,"10",0.000130057151211131,2.90078754979898e-06,2138.7293414916,0.000124491108585941,0.000135872053621227,6.13384116332063e-14
"Firefox","bypass","steerable-nafx",20,"20",0.000133109715444061,2.96887177461389e-06,2138.7293414916,0.000127413032538976,0.000139061099108357,2.14198199883761e-10
"Firefox","bypass","steerable-nafx",30,"30",0.000135640294553216,3.02531367192796e-06,2138.7293414916,0.000129835310712298,0.000141704821327474,2.62778631494507e-08
"Firefox","bypass","steerable-nafx",40,"40",0.000133533278282391,2.97831889687161e-06,2138.7293414916,0.000127818468201748,0.00013950359959484,4.10815151661643e-10
"Firefox","onnx","guitar-lstm",0,"0",0.00726535683687985,0.00016204611942526,2138.7293414916,0.00695442210192139,0.00759019357663279,2.67806022470151e-05
"Firefox","onnx","guitar-lstm",10,"10",0.00650187476644175,0.000145017457304048,2138.7293414916,0.0062236146957217,0.00679257594586514,0.950793647993453
"Firefox","onnx","guitar-lstm",20,"20",0.00650963051251733,0.000145190441038092,2138.7293414916,0.00623103851992412,0.00680067845416123,0.950793647993453
"Firefox","onnx","guitar-lstm",30,"30",0.00650062596795375,0.000144989604171234,2138.7293414916,0.00622241934193511,0.00679127131314373,0.950793647993453
"Firefox","onnx","guitar-lstm",40,"40",0.00649730021278146,0.000144915426710727,2138.7293414916,0.00621923591876747,0.00678779686225124,0.950793647993453
"Firefox","onnx","steerable-nafx",0,"0",0.021464854573338,0.00047875093622115,2138.7293414916,0.0205462253831235,0.0224245560078884,1
"Firefox","onnx","steerable-nafx",10,"10",0.0209634855756759,0.000467568429663613,2138.7293414916,0.0200663134232786,0.0219007706204645,1
"Firefox","onnx","steerable-nafx",20,"20",0.0208795300466934,0.000465695890161235,2138.7293414916,0.0199859509305004,0.0218130614093255,1
"Firefox","onnx","steerable-nafx",30,"30",0.0208546859177591,0.000465141768075468,2138.7293414916,0.0199621700532162,0.0217871064903741,1
"Firefox","onnx","steerable-nafx",40,"40",0.0209012288084008,0.00046617985814931,2138.7293414916,0.0200067210525179,0.0218357303305403,1
"Native","bypass","guitar-lstm",0,"0",0.00053661088226166,1.19685396139759e-05,2138.7293414916,0.000513645601106453,0.000560602949468187,0.423922630587484
"Native","bypass","guitar-lstm",10,"10",0.000515155028837664,1.14899894388947e-05,2138.7293414916,0.000493107991651402,0.000538187797054292,1
"Native","bypass","guitar-lstm",20,"20",0.00051575735151621,1.15034236108001e-05,2138.7293414916,0.000493684536787754,0.000538817049798295,1
"Native","bypass","guitar-lstm",30,"30",0.000514238367401546,1.14695442726235e-05,2138.7293414916,0.000492230560481199,0.000537230151352838,1
"Native","bypass","guitar-lstm",40,"40",0.000513179766457023,1.1445933295361e-05,2138.7293414916,0.000491217264373246,0.000536124219976069,1
"Native","bypass","steerable-nafx",0,"0",0.000139485587011354,3.11107886349205e-06,2138.7293414916,0.000133516036581602,0.000145722038206331,3.60708041267726e-06
"Native","bypass","steerable-nafx",10,"10",0.000123966556061567,2.76494325045675e-06,2138.7293414916,0.000118661172015314,0.000129509145753105,0.550194866102803
"Native","bypass","steerable-nafx",20,"20",0.000122729754631464,2.73735769936167e-06,2138.7293414916,0.000117477301849772,0.000128217046482401,0.324454295514063
"Native","bypass","steerable-nafx",30,"30",0.000125381986988983,2.79651294403849e-06,2138.7293414916,0.000120016026889805,0.000130987861110747,0.611587659858931
"Native","bypass","steerable-nafx",40,"40",0.000122349778071008,2.72888272304918e-06,2138.7293414916,0.00011711358710739,0.000127820081032088,0.309716978258724
"Native","onnx","guitar-lstm",0,"0",0.00370866792780131,8.27179255513642e-05,2138.7293414916,0.00354994844504634,0.00387448381620723,0.0752603984733461
"Native","onnx","guitar-lstm",10,"10",0.00349542340531198,7.79617314463916e-05,2138.7293414916,0.0033458301266197,0.00365170505376096,1
"Native","onnx","guitar-lstm",20,"20",0.00349861673488041,7.80329552935102e-05,2138.7293414916,0.00334888679158854,0.00365504115825281,1
"Native","onnx","guitar-lstm",30,"30",0.00349288621757671,7.79051421506443e-05,2138.7293414916,0.00334340152264896,0.00364905442744166,1
"Native","onnx","guitar-lstm",40,"40",0.00349569270750395,7.79677379476747e-05,2138.7293414916,0.00334608790351324,0.00365198639655163,1
"Native","onnx","steerable-nafx",0,"0",0.0116089835982926,0.00025892613189013,2138.7293414916,0.0111121551121887,0.0121280254662395,1
"Native","onnx","steerable-nafx",10,"10",0.0113597712781849,0.000253367714004662,2138.7293414916,0.010873608306307,0.0118676707728957,1
"Native","onnx","steerable-nafx",20,"20",0.0113499312848761,0.000253148243334926,2138.7293414916,0.0108641894341875,0.0118573908299165,1
"Native","onnx","steerable-nafx",30,"30",0.0113498957805541,0.000253147451448481,2138.7293414916,0.0108641554493403,0.0118573537381834,1
"Native","onnx","steerable-nafx",40,"40",0.0113446294251201,0.000253029990946435,2138.7293414916,0.0108591144775822,0.0118518519220875,1
"Safari","bypass","guitar-lstm",0,"0",0.0013912006219892,3.10292621817283e-05,2138.7293414916,0.00133166155097255,0.00145340170646935,5.45899640799121e-146
"Safari","bypass","guitar-lstm",10,"10",0.000695976131731378,1.55230133759139e-05,2138.7293414916,0.000666190512261345,0.000727093477052929,3.52185360050079e-12
"Safari","bypass","guitar-lstm",20,"20",0.000695515833146023,1.55127469015743e-05,2138.7293414916,0.000665749913027564,0.000726612598350844,3.52185360050079e-12
"Safari","bypass","guitar-lstm",30,"30",0.000708652837858778,1.58057539323876e-05,2138.7293414916,0.000678324694690547,0.000740336963309878,7.07046390904803e-10
"Safari","bypass","guitar-lstm",40,"40",0.000684254454280307,1.52615737265275e-05,2138.7293414916,0.000654970486243692,0.000714847719150872,8.95112032599393e-15
"Safari","bypass","steerable-nafx",0,"0",0.000466642919347784,1.04079780161297e-05,2138.7293414916,0.000446672049959632,0.0004875066935509,0
"Safari","bypass","steerable-nafx",10,"10",0.000141572169297346,3.15761788007417e-06,2138.7293414916,0.000135513319618482,0.000147901912343257,1.3884356935856e-26
"Safari","bypass","steerable-nafx",20,"20",0.00012927483740613,2.88333886570549e-06,2138.7293414916,0.000123742275385001,0.000135054762282213,2.23753256092302e-50
"Safari","bypass","steerable-nafx",30,"30",0.000140682661802774,3.1377783538222e-06,2138.7293414916,0.000134661880285361,0.000146972634645925,9.62092068307149e-28
"Safari","bypass","steerable-nafx",40,"40",0.000135944656686192,3.03210214820738e-06,2138.7293414916,0.000130126647090136,0.000142022791601825,3.9433379772687e-36
"Safari","onnx","guitar-lstm",0,"0",0.00769651901011281,0.00017166273683085,2138.7293414916,0.00736713187163608,0.00804063316703909,9.16920432002398e-26
"Safari","onnx","guitar-lstm",10,"10",0.00606114111113725,0.000135187358088595,2138.7293414916,0.0058017430736767,0.00633213692895173,0.144413681271493
"Safari","onnx","guitar-lstm",20,"20",0.00587265207561769,0.000130983309003888,2138.7293414916,0.00562132078417081,0.00613522048027793,0.00620668168403813
"Safari","onnx","guitar-lstm",30,"30",0.00585683413521442,0.000130630506530837,2138.7293414916,0.00560617980254841,0.00611869531402113,0.00515908981882072
"Safari","onnx","guitar-lstm",40,"40",0.00587603118932355,0.000131058676570193,2138.7293414916,0.00562455528229232,0.00613875067538339,0.00620668168403813
"Safari","onnx","steerable-nafx",0,"0",0.0227083936638915,0.000506486763724477,2138.7293414916,0.0217365448581491,0.0237236941822859,0.00069806351072502
"Safari","onnx","steerable-nafx",10,"10",0.0207225945852518,0.000462195610257884,2138.7293414916,0.0198357318199834,0.0216491093064731,1
"Safari","onnx","steerable-nafx",20,"20",0.0206816788252577,0.000461283027396609,2138.7293414916,0.0197965671275934,0.0216063641880071,1
"Safari","onnx","steerable-nafx",30,"30",0.0206977434105275,0.000461641331023202,2138.7293414916,0.0198119441984471,0.0216231470267118,1
"Safari","onnx","steerable-nafx",40,"40",0.0206823909216458,0.000461298909955297,2138.7293414916,0.0197972487484651,0.021607108122483,1
