Environment,Model,Run,Backend,PP,Buffer.Size,N,Mean,SD,CV,P99,Max,Miss,N_Steady,Mean_Steady,SD_Steady,CV_Steady,P99_Steady,Max_Steady,Miss_Steady
Chrome,guitar-lstm,bypass,wasm-bypass,wasm,128,50,0.0013382812499999998,0.00048112970704540205,0.3595131494559922,0.0030617187499999967,0.0037890625,0.0,40,0.0011435546874999998,5.379850633944185e-05,0.04704497907052815,0.0013300781249999999,0.00140625,0.0
Chrome,guitar-lstm,bypass,wasm-bypass,wasm,1024,50,0.00099462890625,4.168084610470791e-05,0.041905926766049,0.0011134765624999999,0.001123046875,0.0,40,0.00097998046875,2.784619505069017e-05,0.02841505105322046,0.00109482421875,0.0010986328125,0.0
Chrome,guitar-lstm,bypass,wasm-bypass,wasm,8192,50,0.00095067138671875,9.065640299394979e-06,0.009536039925094528,0.00097413330078125,0.0009747314453125,0.0,40,0.0009485931396484374,7.517156311651625e-06,0.007924531601016633,0.000970013427734375,0.0009716796875,0.0
Chrome,guitar-lstm,bypass-jspp,wasm-bypass,js,128,50,0.00138515625,0.00035881392675341715,0.259042203183516,0.0025820312499999993,0.0027734375,0.0,40,0.001234375,0.00010308432084233586,0.08351134853049993,0.0016226562499999995,0.0018359375,0.0
Chrome,guitar-lstm,bypass-jspp,wasm-bypass,js,1024,50,0.00100400390625,4.543034948140848e-05,0.04524917602272374,0.0011406738281249998,0.0011669921875,0.0,40,0.00098779296875,2.420533773571111e-05,0.024504464499622517,0.001086962890625,0.0010888671875,0.0
Chrome,guitar-lstm,bypass-jspp,wasm-bypass,js,8192,50,0.00096705322265625,1.3647368908714923e-05,0.014112324522562534,0.00100653076171875,0.001009521484375,0.0,40,0.0009633178710937501,1.1130750347592782e-05,0.011554597585690942,0.000999285888671875,0.001009521484375,0.0
Chrome,guitar-lstm,js-bypass,js-bypass,wasm,128,50,0.00138828125,0.0003990021696501448,0.2874073028430981,0.0025613281249999994,0.0026953125,0.0,40,0.0012119140625,0.00013224198139823303,0.10911828279757503,0.0017027343749999996,0.0019921875,0.0
Chrome,guitar-lstm,js-bypass,js-bypass,wasm,1024,50,0.00100556640625,5.0110803173484324e-05,0.0498334101676682,0.0011304199218749999,0.0011328125,0.0,40,0.0009832763671875,1.9832151655993562e-05,0.020169458270130263,0.00105947265625,0.00109375,0.0
Chrome,guitar-lstm,js-bypass,js-bypass,wasm,8192,50,0.0009559204101562501,1.256651043405105e-05,0.013145979833192377,0.0009925048828125,0.00099609375,0.0,40,0.0009542388916015625,1.0598569777677299e-05,0.01110683065944736,0.00098448486328125,0.00098876953125,0.0
Chrome,guitar-lstm,js-bypass-jspp,js-bypass,js,128,50,0.0014453125,0.00045608965941300333,0.31556473732359147,0.0031367187499999976,0.0037109375,0.0,40,0.0012607421875,7.240017468190497e-05,0.05742662964699511,0.0015187499999999997,0.001640625,0.0
Chrome,guitar-lstm,js-bypass-jspp,js-bypass,js,1024,50,0.00101513671875,5.295140363661057e-05,0.052161844467425895,0.001169482421875,0.001171875,0.0,40,0.0009902343749999998,6.466448081928297e-06,0.006530219759264869,0.001003955078125,0.001005859375,0.0
Chrome,guitar-lstm,js-bypass-jspp,js-bypass,js,8192,50,0.00096365966796875,1.0943346435086601e-05,0.011356028273086839,0.0009943603515625,0.0009991455078125,0.0,40,0.0009608306884765626,8.350994311567228e-06,0.008691431707711252,0.000984381103515625,0.0009893798828125,0.0
Chrome,guitar-lstm,onnx,wasm-onnx,wasm,128,50,0.013317187500000001,0.003532977301269889,0.2652945527176732,0.028378515624999972,0.036015625,0.02,40,0.01254296875,0.000721622777559681,0.05753205576308887,0.01541875,0.0162109375,0.0
Chrome,guitar-lstm,onnx,wasm-onnx,wasm,1024,50,0.01163525390625,0.0002713856577112743,0.023324429350484274,0.012423388671874999,0.0126171875,0.0,40,0.011507568359375001,3.882310331110693e-05,0.0033737017325192313,0.011585009765625,0.0115869140625,0.0
Chrome,guitar-lstm,onnx,wasm-onnx,wasm,8192,50,0.01158431396484375,0.0001270682808219967,0.010968994901866905,0.01187989501953125,0.0118804931640625,0.0,40,0.011525115966796876,4.092840205605191e-05,0.0035512355948490257,0.01163275146484375,0.0116351318359375,0.0
